age,workclass,education,marital.status,occupation,race,sex,hours.per.week,income
63,Self-emp-not-inc,Assoc,Married-civ-spouse,Other-service,White,Male,45,0
76,Local-gov,Some-college,Widowed,Adm-clerical,White,Female,30,0
45,Self-emp-inc,HS-grad,Married,Craft-repair,White,Male,50,1
44,Self-emp-inc,Some-college,Divorced,Sales,White,Male,45,1
51,Private,7th-8th,Married,Transport-moving,Black,Male,40,0
43,Local-gov,Masters,Married,Prof-specialty,White,Male,40,1
53,Private,11th,Married,Machine-op-inspct,White,Male,40,0
29,Private,Assoc,Married-civ-spouse,Adm-clerical,White,Male,40,0
41,Private,Some-college,Married,Prof-specialty,White,Male,40,0
44,Federal-gov,HS-grad,Divorced,Craft-repair,White,Male,40,0
27,Private,HS-grad,Married,Craft-repair,White,Male,40,0
35,Private,Some-college,Married,Prof-specialty,White,Male,50,0
60,Private,Assoc,Widowed,Craft-repair,White,Female,30,0
33,Private,Bachelors,Married,Exec-managerial,White,Male,45,0
35,Private,Bachelors,Married,Sales,White,Male,40,1
31,State-gov,Some-college,Married,Adm-clerical,White,Male,38,0
57,Self-emp-not-inc,Doctorate,Married,Prof-specialty,White,Male,35,0
30,Private,9th,Never-married,Craft-repair,White,Male,45,0
45,Private,10th,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,40,0
25,Private,Bachelors,Never-married,Other-service,White,Male,18,0
51,Self-emp-inc,Some-college,Married,Exec-managerial,White,Male,40,1
42,Private,5th-6th,Separated,Adm-clerical,White,Male,40,0
28,Private,Assoc,Never-married,Handlers-cleaners,White,Male,45,0
53,Federal-gov,Bachelors,Divorced,Tech-support,Amer-Indian-Eskimo,Male,40,0
25,Federal-gov,HS-grad,Never-married,Adm-clerical,White,Female,40,0
47,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
30,Private,HS-grad,Married,Transport-moving,White,Male,40,0
48,Private,HS-grad,Married,Craft-repair,White,Male,40,0
22,Private,Some-college,Never-married,Other-service,Black,Male,40,0
32,Self-emp-not-inc,Some-college,Married,Craft-repair,White,Male,30,0
33,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,White,Male,45,1
31,Private,HS-grad,Married,Other-service,White,Male,40,0
43,Private,Some-college,Married,Other-service,White,Female,20,1
26,Private,Assoc,Never-married,Other-service,White,Female,40,0
34,Private,HS-grad,Married,Farming-fishing,Black,Male,40,0
50,Local-gov,Bachelors,Married,Prof-specialty,White,Female,40,1
30,State-gov,HS-grad,Separated,Adm-clerical,Black,Female,40,0
17,Private,11th,Never-married,Other-service,White,Male,20,0
35,Local-gov,Masters,Never-married,Prof-specialty,Black,Female,40,0
29,Private,Some-college,Married,Craft-repair,White,Male,40,0
34,Private,Bachelors,Never-married,Sales,White,Male,40,1
32,Private,HS-grad,Separated,Handlers-cleaners,White,Female,40,0
47,Federal-gov,Some-college,Divorced,Adm-clerical,White,Female,40,0
40,Private,Some-college,Never-married,Sales,White,Female,40,0
26,Private,Assoc,Never-married,Other-service,White,Female,40,0
30,Private,HS-grad,Never-married,Other-service,White,Female,40,0
54,Private,HS-grad,Divorced,Craft-repair,White,Male,40,0
53,Private,Bachelors,Married,Prof-specialty,White,Male,55,1
43,Private,7th-8th,Separated,Farming-fishing,Black,Male,40,0
25,Private,Some-college,Never-married,Farming-fishing,White,Male,20,0
39,Private,HS-grad,Married,Craft-repair,White,Male,40,0
57,Local-gov,HS-grad,Married,Transport-moving,White,Male,25,1
47,Private,HS-grad,Married,Other-service,White,Male,34,0
45,Private,HS-grad,Divorced,Other-service,Black,Female,35,0
24,State-gov,Bachelors,Never-married,Prof-specialty,White,Male,40,0
32,Self-emp-not-inc,10th,Divorced,Craft-repair,White,Male,40,0
25,Private,Some-college,Never-married,Sales,White,Male,35,0
57,Private,5th-6th,Separated,Machine-op-inspct,White,Female,40,0
28,Private,HS-grad,Married,Sales,White,Male,51,0
27,Private,Bachelors,Never-married,Prof-specialty,White,Female,55,0
28,Private,Bachelors,Never-married,Adm-clerical,White,Female,20,0
44,Self-emp-not-inc,HS-grad,Married,Farming-fishing,Asian-Pac-Islander,Male,42,0
27,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,45,0
61,Private,Bachelors,Married,Exec-managerial,White,Male,40,0
25,Private,11th,Never-married,Other-service,White,Male,99,0
28,Private,9th,Never-married,Handlers-cleaners,Black,Female,24,0
20,Private,Some-college,Never-married,Craft-repair,White,Male,40,0
33,Private,Assoc,Never-married,Sales,Asian-Pac-Islander,Male,40,0
38,State-gov,HS-grad,Divorced,Other-service,White,Male,40,0
31,Private,HS-grad,Never-married,Sales,Black,Female,25,0
40,Private,Masters,Never-married,Prof-specialty,White,Female,45,1
43,Private,Some-college,Married,Exec-managerial,White,Male,55,1
38,Private,Masters,Married,Exec-managerial,White,Male,60,1
19,Private,Some-college,Never-married,Exec-managerial,Black,Male,30,0
56,Private,Assoc,Married-civ-spouse,Other-service,White,Male,50,0
38,Private,Masters,Divorced,Exec-managerial,White,Male,45,1
18,State-gov,HS-grad,Never-married,Other-service,White,Male,25,0
68,Private,Some-college,Widowed,Other-service,White,Female,20,0
35,Private,Assoc,Divorced,Transport-moving,White,Male,50,0
32,Private,10th,Divorced,Craft-repair,White,Male,40,0
43,Federal-gov,Some-college,Married,Prof-specialty,White,Female,40,1
30,Private,10th,Never-married,Machine-op-inspct,Black,Female,40,0
38,Private,Assoc,Married-civ-spouse,Machine-op-inspct,White,Male,40,0
27,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,0
28,Private,Doctorate,Never-married,Prof-specialty,White,Female,60,1
26,Private,Assoc,Never-married,Other-service,White,Male,40,0
21,Private,Some-college,Never-married,Machine-op-inspct,White,Male,20,0
19,Private,HS-grad,Never-married,Other-service,Black,Male,40,0
20,Private,Some-college,Never-married,Adm-clerical,White,Male,30,0
25,State-gov,Bachelors,Never-married,Protective-serv,Black,Male,40,0
28,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,Male,50,0
36,Private,Assoc,Never-married,Adm-clerical,White,Male,42,1
23,Private,Bachelors,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,40,0
24,Private,Bachelors,Married,Adm-clerical,White,Female,50,0
23,Private,HS-grad,Never-married,Other-service,White,Female,40,0
24,Private,Bachelors,Never-married,Prof-specialty,White,Female,20,0
25,Self-emp-not-inc,HS-grad,Never-married,Other-service,White,Male,8,0
24,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,0
30,Private,HS-grad,Married,Exec-managerial,White,Male,62,0
36,Private,Some-college,Married,Exec-managerial,White,Female,33,0
45,Private,HS-grad,Married,Other-service,Asian-Pac-Islander,Male,40,0
34,Private,HS-grad,Never-married,Adm-clerical,White,Male,48,0
65,Self-emp-inc,Bachelors,Married,Exec-managerial,White,Male,44,1
42,Private,Assoc,Divorced,Prof-specialty,White,Female,40,0
27,State-gov,Prof-school,Never-married,Prof-specialty,White,Male,70,0
40,Private,Some-college,Married,Sales,Black,Female,40,0
53,Federal-gov,Some-college,Married,Adm-clerical,White,Male,40,1
54,Private,HS-grad,Married,Sales,White,Male,50,1
30,State-gov,Bachelors,Never-married,Prof-specialty,White,Male,35,0
59,Private,HS-grad,Married,Transport-moving,White,Male,45,1
42,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,White,Male,55,0
23,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
28,Private,Bachelors,Married,Other-service,White,Female,15,0
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,0
22,Private,Some-college,Never-married,Sales,White,Female,20,0
44,Private,Some-college,Married,Machine-op-inspct,White,Male,40,0
40,Private,12th,Divorced,Craft-repair,White,Male,40,0
37,Private,Assoc,Married-civ-spouse,Tech-support,White,Female,37,1
39,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,50,0
44,Self-emp-not-inc,Some-college,Divorced,Other-service,White,Male,45,0
27,Private,9th,Married,Machine-op-inspct,White,Female,37,0
50,Private,HS-grad,Married,Adm-clerical,White,Male,40,0
39,Private,Bachelors,Married,Prof-specialty,White,Male,40,1
41,Private,HS-grad,Never-married,Sales,Black,Female,40,0
55,Private,Bachelors,Married,Protective-serv,White,Male,40,1
53,Private,1st-4th,Married,Other-service,Black,Male,35,0
53,Local-gov,Masters,Divorced,Prof-specialty,White,Female,50,0
21,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
30,Private,HS-grad,Separated,Machine-op-inspct,Black,Male,40,0
53,Private,Masters,Never-married,Exec-managerial,White,Female,60,1
60,Private,Bachelors,Divorced,Exec-managerial,White,Female,40,1
59,Private,9th,Separated,Machine-op-inspct,White,Female,40,0
37,Private,Bachelors,Never-married,Exec-managerial,White,Male,48,1
49,Private,9th,Married,Craft-repair,White,Male,40,0
73,Local-gov,Some-college,Never-married,Prof-specialty,White,Female,11,0
58,Private,HS-grad,Divorced,Other-service,Black,Female,20,0
35,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,40,0
24,State-gov,Some-college,Married,Prof-specialty,White,Female,50,0
62,Private,HS-grad,Widowed,Adm-clerical,White,Female,38,0
58,Private,HS-grad,Married,Adm-clerical,White,Female,40,0
21,Private,HS-grad,Never-married,Sales,Black,Male,40,0
30,Private,Bachelors,Married,Craft-repair,White,Male,40,0
31,Private,HS-grad,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,45,0
31,Private,HS-grad,Never-married,Other-service,Black,Female,34,0
30,Private,Assoc,Married-civ-spouse,Sales,White,Male,40,0
29,Private,HS-grad,Never-married,Transport-moving,Black,Male,40,0
36,Private,11th,Divorced,Transport-moving,White,Male,40,0
54,Self-emp-not-inc,Bachelors,Married,Farming-fishing,White,Male,50,0
59,Local-gov,Some-college,Separated,Protective-serv,White,Male,40,1
55,Private,Some-college,Never-married,Adm-clerical,White,Male,45,0
22,Private,Assoc,Never-married,Adm-clerical,White,Female,20,0
42,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,40,0
36,Private,Assoc,Married-civ-spouse,Sales,White,Female,40,0
32,Private,Bachelors,Married,Prof-specialty,White,Male,40,1
44,Private,7th-8th,Married,Craft-repair,White,Male,40,0
25,Private,11th,Married,Handlers-cleaners,White,Male,40,0
31,Private,HS-grad,Married,Transport-moving,White,Male,50,0
33,Private,HS-grad,Never-married,Other-service,White,Male,40,0
54,Self-emp-not-inc,Assoc,Married-civ-spouse,Sales,White,Male,50,1
42,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,White,Male,48,0
49,Private,HS-grad,Married,Transport-moving,White,Male,44,0
30,Private,HS-grad,Married,Adm-clerical,White,Male,44,0
54,Private,HS-grad,Divorced,Exec-managerial,White,Female,45,0
39,Private,Some-college,Never-married,Transport-moving,White,Male,40,0
24,Private,Some-college,Never-married,Machine-op-inspct,White,Male,40,0
21,Private,HS-grad,Never-married,Adm-clerical,White,Female,44,0
23,Private,9th,Never-married,Other-service,Black,Female,30,0
54,Private,HS-grad,Divorced,Adm-clerical,White,Female,42,0
23,Private,Masters,Never-married,Sales,White,Female,20,0
23,Private,Some-college,Never-married,Prof-specialty,White,Male,25,0
32,Private,11th,Never-married,Other-service,Black,Male,40,0
57,Private,HS-grad,Married,Craft-repair,White,Male,40,0
18,Private,HS-grad,Never-married,Adm-clerical,White,Female,30,0
21,Private,Some-college,Never-married,Machine-op-inspct,White,Female,40,0
53,Private,Some-college,Widowed,Adm-clerical,White,Female,22,0
21,Private,Some-college,Never-married,Handlers-cleaners,White,Male,40,0
53,Private,Doctorate,Divorced,Exec-managerial,White,Female,55,1
24,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
36,Federal-gov,Assoc,Married-civ-spouse,Other-service,White,Male,40,0
29,Private,Masters,Never-married,Exec-managerial,Black,Male,60,0
23,Private,Some-college,Never-married,Sales,White,Male,40,0
44,Private,Some-college,Married,Exec-managerial,White,Male,50,0
32,Local-gov,Masters,Married,Prof-specialty,White,Male,48,0
25,Private,Bachelors,Never-married,Exec-managerial,White,Female,50,0
41,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,White,Male,27,0
18,Private,HS-grad,Never-married,Other-service,White,Female,30,0
29,Private,Bachelors,Never-married,Handlers-cleaners,White,Male,40,0
19,Private,HS-grad,Never-married,Other-service,Black,Female,40,0
35,Self-emp-not-inc,Prof-school,Married,Prof-specialty,White,Male,65,1
52,Private,Bachelors,Married,Prof-specialty,White,Male,50,1
28,Private,10th,Never-married,Machine-op-inspct,White,Female,40,0
38,Private,HS-grad,Never-married,Other-service,White,Male,40,0
42,Private,Some-college,Widowed,Sales,Black,Female,40,0
41,Private,Bachelors,Never-married,Prof-specialty,Black,Male,40,0
23,Private,Bachelors,Never-married,Prof-specialty,White,Male,38,0
31,Private,Masters,Married,Sales,White,Male,76,1
31,Private,5th-6th,Never-married,Machine-op-inspct,White,Male,45,0
46,Private,Masters,Married,Prof-specialty,White,Male,40,1
18,Private,11th,Never-married,Sales,White,Female,20,0
57,Self-emp-not-inc,Masters,Married,Tech-support,White,Male,38,1
25,Private,Assoc,Never-married,Adm-clerical,White,Female,38,0
32,Private,Masters,Married,Exec-managerial,White,Male,40,1
27,Private,9th,Never-married,Farming-fishing,White,Male,40,0
43,State-gov,HS-grad,Never-married,Craft-repair,White,Male,40,0
56,Self-emp-not-inc,Bachelors,Married,Prof-specialty,White,Female,40,1
19,Private,HS-grad,Married,Craft-repair,White,Female,40,0
20,Federal-gov,HS-grad,Never-married,Adm-clerical,White,Female,40,0
42,Private,Some-college,Never-married,Machine-op-inspct,White,Male,45,0
90,Private,HS-grad,Widowed,Transport-moving,White,Male,99,0
25,Private,11th,Separated,Machine-op-inspct,Black,Male,35,0
27,Private,HS-grad,Never-married,Other-service,Black,Female,40,0
48,Private,HS-grad,Married,Transport-moving,White,Male,44,0
48,Federal-gov,Some-college,Never-married,Adm-clerical,Black,Male,40,0
27,Private,HS-grad,Married,Craft-repair,White,Male,48,0
46,Private,Bachelors,Widowed,Tech-support,White,Female,38,0
32,Private,5th-6th,Married,Other-service,White,Male,40,0
22,Private,Assoc,Married-civ-spouse,Tech-support,White,Male,40,0
24,Private,Bachelors,Married,Prof-specialty,White,Female,40,1
31,Private,HS-grad,Married,Craft-repair,White,Male,65,0
20,Private,Some-college,Never-married,Prof-specialty,White,Female,18,0
40,Self-emp-inc,HS-grad,Married,Exec-managerial,White,Male,60,1
39,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,1
54,Local-gov,HS-grad,Married,Transport-moving,White,Male,40,0
59,Local-gov,Some-college,Married,Protective-serv,White,Male,42,0
17,Private,11th,Never-married,Sales,White,Female,18,0
25,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,Male,80,0
49,Local-gov,HS-grad,Married,Protective-serv,White,Male,40,1
39,Private,HS-grad,Married,Craft-repair,White,Male,40,0
67,Private,Some-college,Widowed,Prof-specialty,White,Female,16,0
28,Private,HS-grad,Never-married,Other-service,White,Male,40,0
35,Private,9th,Married,Machine-op-inspct,White,Male,40,0
44,Private,HS-grad,Married,Adm-clerical,White,Male,48,1
51,Private,Masters,Married,Prof-specialty,White,Male,47,1
55,Private,Bachelors,Widowed,Farming-fishing,Asian-Pac-Islander,Male,40,0
45,Local-gov,HS-grad,Married,Protective-serv,White,Male,78,1
32,Private,HS-grad,Married,Craft-repair,White,Male,48,0
45,Private,Some-college,Divorced,Exec-managerial,White,Female,40,0
35,Private,Bachelors,Never-married,Sales,White,Male,40,1
55,Local-gov,HS-grad,Married,Transport-moving,White,Male,44,0
59,Private,Some-college,Married,Craft-repair,White,Male,40,1
22,Private,HS-grad,Never-married,Adm-clerical,White,Female,55,0
46,Local-gov,Masters,Widowed,Exec-managerial,Black,Female,35,0
23,Private,HS-grad,Never-married,Farming-fishing,White,Male,40,0
47,Private,Bachelors,Married,Exec-managerial,White,Male,45,1
34,Private,HS-grad,Married,Craft-repair,White,Male,30,0
51,Private,11th,Divorced,Transport-moving,White,Male,40,0
40,Private,Assoc,Married-civ-spouse,Sales,White,Male,50,0
24,State-gov,Some-college,Never-married,Adm-clerical,White,Male,12,0
20,Private,Some-college,Never-married,Farming-fishing,White,Male,72,0
26,Private,HS-grad,Divorced,Craft-repair,White,Male,40,0
35,Local-gov,HS-grad,Separated,Adm-clerical,White,Female,38,0
23,Private,Some-college,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,40,0
40,Private,HS-grad,Divorced,Craft-repair,White,Male,50,0
49,Local-gov,HS-grad,Married,Protective-serv,White,Male,40,0
32,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,45,0
28,Private,Assoc,Divorced,Prof-specialty,White,Female,40,0
62,Private,Assoc,Married-civ-spouse,Exec-managerial,White,Male,50,1
31,Private,Some-college,Married,Machine-op-inspct,White,Male,40,0
47,Local-gov,Assoc,Married-civ-spouse,Protective-serv,White,Male,40,1
36,Private,Assoc,Never-married,Tech-support,White,Female,3,0
44,State-gov,HS-grad,Never-married,Craft-repair,White,Male,40,0
46,Private,Bachelors,Married,Exec-managerial,White,Male,40,1
32,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
51,Self-emp-not-inc,Assoc,Divorced,Transport-moving,Black,Female,30,0
48,Private,Bachelors,Married,Exec-managerial,White,Male,45,1
28,Private,Bachelors,Never-married,Machine-op-inspct,Black,Female,40,0
57,Self-emp-inc,Some-college,Married,Tech-support,White,Male,60,1
33,Private,Assoc,Married-civ-spouse,Sales,White,Male,40,0
42,Private,HS-grad,Separated,Machine-op-inspct,White,Male,15,0
17,Private,10th,Never-married,Other-service,White,Male,40,0
31,Self-emp-inc,Bachelors,Married,Exec-managerial,White,Male,55,1
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,0
36,Private,HS-grad,Married,Exec-managerial,White,Female,40,0
24,Private,Some-college,Never-married,Sales,White,Female,24,0
33,Private,Some-college,Married,Transport-moving,Black,Male,50,1
36,Private,Some-college,Married,Adm-clerical,White,Male,40,0
31,Private,Bachelors,Divorced,Exec-managerial,White,Female,40,0
47,Private,Bachelors,Married,Sales,White,Male,60,1
34,Private,HS-grad,Married,Farming-fishing,White,Male,50,0
23,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,0
33,Private,Assoc,Divorced,Adm-clerical,White,Male,40,0
59,Private,10th,Divorced,Machine-op-inspct,White,Female,40,0
67,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,White,Male,40,0
26,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,0
24,Private,Bachelors,Never-married,Adm-clerical,White,Male,39,0
44,Federal-gov,Assoc,Divorced,Tech-support,White,Male,40,0
31,Private,HS-grad,Married,Craft-repair,White,Male,40,1
28,Private,Prof-school,Married,Prof-specialty,White,Male,60,0
19,Private,HS-grad,Never-married,Other-service,White,Female,20,0
20,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
64,Private,HS-grad,Divorced,Other-service,White,Female,15,0
47,State-gov,HS-grad,Married,Adm-clerical,White,Female,40,1
36,Private,Some-college,Never-married,Adm-clerical,White,Female,35,0
48,Private,HS-grad,Married,Craft-repair,White,Male,44,1
19,Self-emp-not-inc,Some-college,Never-married,Other-service,White,Female,40,0
22,Private,HS-grad,Never-married,Sales,Black,Female,35,0
56,Private,9th,Divorced,Adm-clerical,White,Male,40,0
22,Private,Some-college,Never-married,Adm-clerical,White,Male,50,0
37,Private,Bachelors,Married,Prof-specialty,White,Male,99,1
57,Local-gov,Bachelors,Widowed,Prof-specialty,White,Female,35,0
38,Private,Assoc,Married-civ-spouse,Sales,White,Male,50,1
34,Private,HS-grad,Never-married,Machine-op-inspct,Black,Female,40,0
38,Federal-gov,Some-college,Divorced,Exec-managerial,White,Female,40,0
32,Private,Bachelors,Never-married,Prof-specialty,White,Male,45,1
29,Private,12th,Married,Other-service,Black,Female,40,0
56,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
71,Local-gov,HS-grad,Widowed,Exec-managerial,White,Female,33,0
20,Private,11th,Never-married,Transport-moving,White,Male,40,0
25,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,36,0
61,Private,Some-college,Married,Prof-specialty,White,Male,50,1
24,State-gov,Bachelors,Married,Exec-managerial,White,Female,40,0
51,Private,9th,Never-married,Other-service,Black,Female,40,0
27,Private,HS-grad,Never-married,Adm-clerical,White,Male,40,0
31,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,0
39,Private,HS-grad,Divorced,Priv-house-serv,Black,Female,16,0
51,Self-emp-not-inc,Prof-school,Married,Prof-specialty,White,Male,40,0
52,Private,HS-grad,Never-married,Exec-managerial,White,Female,40,0
49,Private,Bachelors,Married,Prof-specialty,White,Male,40,1
43,Private,Some-college,Married,Craft-repair,White,Male,40,0
49,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,0
19,Private,HS-grad,Never-married,Other-service,White,Female,40,0
44,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,40,0
67,Self-emp-inc,HS-grad,Married,Transport-moving,White,Male,40,0
58,Private,Prof-school,Married,Prof-specialty,White,Male,45,1
61,Private,Doctorate,Married,Prof-specialty,White,Male,40,1
55,Local-gov,7th-8th,Never-married,Other-service,Black,Female,40,0
35,Federal-gov,HS-grad,Never-married,Adm-clerical,White,Male,40,0
35,Private,10th,Never-married,Other-service,Black,Female,38,0
20,State-gov,Some-college,Never-married,Adm-clerical,White,Female,10,0
51,Private,HS-grad,Married,Adm-clerical,Black,Female,40,0
23,Private,Bachelors,Never-married,Prof-specialty,White,Male,40,0
39,Private,HS-grad,Married,Farming-fishing,White,Male,24,0
36,Private,Some-college,Divorced,Other-service,White,Female,40,0
47,Private,HS-grad,Married,Sales,White,Male,45,1
27,Private,Bachelors,Never-married,Sales,White,Male,80,1
29,Private,HS-grad,Married,Craft-repair,White,Male,40,0
21,State-gov,Some-college,Never-married,Protective-serv,White,Male,40,0
18,Private,Some-college,Never-married,Adm-clerical,White,Female,20,0
24,Private,Some-college,Never-married,Exec-managerial,White,Male,20,0
39,Federal-gov,HS-grad,Married,Craft-repair,White,Male,40,1
51,State-gov,Some-college,Married,Exec-managerial,White,Male,40,0
62,Private,Some-college,Divorced,Adm-clerical,White,Female,30,0
49,Private,Bachelors,Married,Exec-managerial,White,Male,40,1
20,Private,11th,Married,Other-service,White,Male,40,0
24,Private,Some-college,Never-married,Sales,White,Male,40,0
25,Private,HS-grad,Never-married,Exec-managerial,White,Female,40,0
54,Self-emp-not-inc,Bachelors,Married,Sales,White,Male,40,0
25,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
43,Private,Some-college,Divorced,Sales,White,Female,55,1
24,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,0
18,Private,11th,Never-married,Other-service,Amer-Indian-Eskimo,Male,20,0
45,Self-emp-not-inc,HS-grad,Married,Exec-managerial,White,Male,25,0
26,Private,Bachelors,Never-married,Sales,White,Male,40,0
47,Private,Some-college,Never-married,Other-service,White,Male,40,0
21,Without-pay,HS-grad,Never-married,Craft-repair,Black,Male,40,0
29,Private,HS-grad,Divorced,Other-service,White,Female,99,0
68,Private,Some-college,Married,Prof-specialty,White,Male,15,0
21,Private,Some-college,Never-married,Exec-managerial,Black,Male,48,0
28,Self-emp-inc,Some-college,Never-married,Exec-managerial,White,Male,30,0
46,Private,HS-grad,Married,Exec-managerial,White,Female,40,1
35,Private,HS-grad,Separated,Transport-moving,Black,Female,48,0
50,Self-emp-not-inc,10th,Never-married,Craft-repair,White,Male,25,0
48,Self-emp-inc,Some-college,Divorced,Exec-managerial,White,Male,40,0
23,Private,Some-college,Never-married,Exec-managerial,Black,Male,40,0
53,Private,HS-grad,Widowed,Sales,White,Female,30,0
50,Self-emp-inc,Masters,Married,Sales,White,Male,40,1
53,Private,12th,Married,Handlers-cleaners,Other,Male,56,0
52,Private,HS-grad,Married,Machine-op-inspct,Black,Male,48,0
38,Private,Bachelors,Married,Prof-specialty,White,Male,50,0
43,Private,Masters,Married,Exec-managerial,White,Male,50,1
35,Private,Bachelors,Married,Other-service,White,Female,32,0
41,Private,Prof-school,Married,Exec-managerial,White,Male,50,1
22,Private,Some-college,Never-married,Sales,White,Male,40,0
39,Private,HS-grad,Married,Other-service,White,Male,60,1
45,Private,Masters,Married,Sales,White,Male,40,1
31,Private,9th,Married,Farming-fishing,White,Female,42,0
47,Self-emp-not-inc,5th-6th,Married,Transport-moving,White,Male,20,0
53,Private,HS-grad,Married,Craft-repair,Black,Male,40,0
53,Self-emp-inc,Bachelors,Married,Sales,White,Male,60,1
24,Private,Bachelors,Never-married,Adm-clerical,White,Female,20,0
34,Private,Some-college,Never-married,Other-service,White,Female,40,0
46,Self-emp-inc,HS-grad,Married,Sales,White,Male,50,1
29,Federal-gov,Some-college,Married,Protective-serv,White,Male,60,0
61,State-gov,11th,Widowed,Other-service,White,Female,32,1
31,Private,HS-grad,Married,Farming-fishing,White,Male,40,0
29,Private,HS-grad,Married,Tech-support,Black,Male,40,0
42,Private,HS-grad,Separated,Craft-repair,White,Male,40,0
50,Federal-gov,Some-college,Married,Exec-managerial,White,Male,40,0
34,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,0
39,Private,7th-8th,Married,Transport-moving,White,Male,40,0
74,Private,1st-4th,Married,Transport-moving,Black,Male,20,0
40,Private,Some-college,Married,Sales,White,Male,40,0
40,Local-gov,Bachelors,Married,Prof-specialty,White,Female,40,1
36,Private,11th,Married,Craft-repair,White,Male,40,0
28,Private,Bachelors,Married,Exec-managerial,White,Female,40,1
19,Private,Some-college,Never-married,Adm-clerical,White,Female,18,0
36,Private,Assoc,Separated,Other-service,Black,Female,32,0
48,Private,HS-grad,Never-married,Tech-support,Black,Female,33,0
60,Self-emp-inc,HS-grad,Divorced,Craft-repair,White,Male,40,0
30,Private,Masters,Never-married,Prof-specialty,Black,Male,30,0
32,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
51,Private,Some-college,Married,Tech-support,White,Male,40,1
53,Private,9th,Married,Machine-op-inspct,Black,Male,75,0
48,Self-emp-not-inc,Masters,Married,Exec-managerial,White,Male,40,1
32,Private,Assoc,Divorced,Machine-op-inspct,White,Female,50,0
31,Private,HS-grad,Divorced,Exec-managerial,Black,Female,40,0
58,Self-emp-not-inc,Bachelors,Divorced,Other-service,White,Female,20,0
32,Private,Assoc,Married-civ-spouse,Exec-managerial,White,Male,60,1
32,Private,Bachelors,Never-married,Prof-specialty,White,Male,40,0
40,Private,Bachelors,Divorced,Sales,White,Male,80,0
38,Self-emp-not-inc,10th,Separated,Machine-op-inspct,White,Male,40,0
30,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
21,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
25,Private,HS-grad,Never-married,Sales,White,Male,45,0
59,Private,Some-college,Married,Tech-support,White,Male,40,1
49,Private,Some-college,Never-married,Craft-repair,White,Male,40,0
36,Private,Bachelors,Never-married,Exec-managerial,White,Male,40,0
46,Private,Some-college,Divorced,Priv-house-serv,White,Female,30,0
37,Local-gov,Prof-school,Married,Prof-specialty,White,Male,60,1
48,Private,Bachelors,Married,Sales,Black,Male,40,1
41,Private,HS-grad,Married,Exec-managerial,White,Male,40,1
36,Private,Some-college,Divorced,Exec-managerial,White,Female,4,0
29,Private,Bachelors,Divorced,Other-service,Other,Female,40,0
59,Private,Prof-school,Never-married,Prof-specialty,White,Male,50,0
62,Private,Bachelors,Married,Exec-managerial,White,Male,40,1
29,Private,10th,Never-married,Craft-repair,White,Male,40,0
28,Private,Bachelors,Married,Sales,White,Male,45,1
42,State-gov,HS-grad,Married,Exec-managerial,White,Male,40,1
60,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,46,1
58,Private,Masters,Married,Prof-specialty,White,Male,50,1
