age,workclass,education,marital.status,occupation,race,sex,capital.gain,capital.loss,hours.per.week,income
33,Private,HS-grad,Married,Prof-specialty,White,Male,0,0,40,0
40,Private,10th,Married,Craft-repair,Black,Male,0,0,40,0
38,Private,Some-college,Married,Craft-repair,Asian-Pac-Islander,Male,0,0,40,1
21,Private,Some-college,Never-married,Sales,White,Male,0,0,40,0
40,Private,HS-grad,Married,Adm-clerical,White,Male,0,0,40,0
33,Private,HS-grad,Divorced,Transport-moving,Black,Male,0,0,55,0
29,Private,Some-college,Never-married,Tech-support,White,Male,0,0,52,0
41,Private,Some-college,Separated,Transport-moving,White,Male,0,0,35,0
20,State-gov,Some-college,Never-married,Exec-managerial,White,Male,0,0,54,0
34,Self-emp-not-inc,10th,Married,Farming-fishing,White,Male,0,0,40,0
46,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,1
40,Private,Assoc,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1
59,Private,Some-college,Married,Exec-managerial,White,Male,0,0,40,1
23,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,0
23,Private,Some-college,Never-married,Adm-clerical,White,Male,0,0,24,0
47,Self-emp-not-inc,Some-college,Married,Craft-repair,White,Male,0,0,30,0
31,Local-gov,Bachelors,Married,Other-service,White,Male,0,0,38,1
42,Self-emp-not-inc,Some-college,Married,Handlers-cleaners,White,Male,0,0,56,1
46,Local-gov,HS-grad,Divorced,Prof-specialty,White,Female,0,0,40,0
29,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,0,0,44,0
21,Private,HS-grad,Married,Adm-clerical,White,Male,0,0,40,0
55,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,1
38,Private,Assoc,Never-married,Tech-support,White,Female,0,0,40,0
44,State-gov,Masters,Married,Exec-managerial,White,Male,0,0,40,0
61,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,White,Male,0,0,50,1
38,State-gov,Bachelors,Never-married,Exec-managerial,White,Male,0,0,40,0
50,Self-emp-inc,Bachelors,Married,Prof-specialty,White,Male,0,0,45,1
53,Private,Masters,Married,Prof-specialty,White,Male,0,0,40,1
37,Private,HS-grad,Married,Machine-op-inspct,Black,Male,0,0,36,1
49,Private,Masters,Married,Exec-managerial,White,Male,0,0,45,1
30,Private,Some-college,Married,Machine-op-inspct,White,Male,0,0,40,1
19,Private,Assoc,Never-married,Prof-specialty,White,Female,0,0,40,0
59,Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,White,Male,0,0,20,0
43,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,40,0
29,Local-gov,Bachelors,Married,Prof-specialty,White,Male,0,0,60,0
49,Private,Prof-school,Married,Prof-specialty,White,Male,0,0,45,0
36,Private,HS-grad,Divorced,Transport-moving,White,Male,0,0,50,0
18,Private,Some-college,Never-married,Sales,White,Female,0,0,20,0
60,Private,Some-college,Widowed,Sales,White,Female,0,0,15,0
43,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
42,Private,HS-grad,Never-married,Other-service,White,Female,0,0,40,0
41,Private,HS-grad,Divorced,Sales,White,Male,0,0,50,0
31,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,40,0
20,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,40,0
37,Private,Masters,Married,Exec-managerial,White,Male,0,0,40,1
51,Self-emp-not-inc,Some-college,Married,Craft-repair,White,Male,0,0,55,0
24,Private,Assoc,Never-married,Sales,White,Female,0,0,40,0
21,State-gov,Some-college,Never-married,Adm-clerical,White,Female,0,0,30,0
21,Private,HS-grad,Never-married,Sales,White,Male,0,0,50,0
35,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,45,0
30,Private,Some-college,Married,Craft-repair,White,Male,0,0,40,0
44,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,30,0
45,Private,Bachelors,Married,Craft-repair,Asian-Pac-Islander,Male,0,0,40,1
42,Private,10th,Married,Exec-managerial,White,Male,0,0,40,0
32,Private,Bachelors,Divorced,Exec-managerial,White,Female,0,0,40,0
33,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,0
27,Private,9th,Married,Craft-repair,White,Male,0,0,32,0
17,Private,10th,Never-married,Other-service,White,Female,0,0,15,0
45,Local-gov,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,0
41,Private,Bachelors,Married,Prof-specialty,White,Male,0,0,40,0
19,Private,Some-college,Never-married,Machine-op-inspct,White,Female,0,0,35,0
45,Private,Assoc,Divorced,Other-service,White,Female,0,0,8,0
33,Private,Bachelors,Never-married,Adm-clerical,White,Male,0,0,60,1
51,Private,Bachelors,Divorced,Sales,White,Female,0,0,60,0
33,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,0,0,20,0
23,Private,Some-college,Never-married,Handlers-cleaners,White,Female,0,0,18,0
52,Private,Bachelors,Married,Prof-specialty,White,Male,0,0,30,1
25,Private,HS-grad,Never-married,Adm-clerical,Black,Female,0,0,40,0
64,Self-emp-not-inc,9th,Separated,Transport-moving,White,Male,0,0,45,0
29,Private,HS-grad,Never-married,Transport-moving,White,Male,0,0,40,0
26,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,38,0
24,Private,10th,Never-married,Other-service,White,Male,0,0,30,0
43,Federal-gov,Some-college,Married,Exec-managerial,White,Male,0,0,40,1
28,Private,Bachelors,Married,Sales,White,Male,0,0,45,1
44,Private,Assoc,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,0
55,Private,HS-grad,Married,Exec-managerial,White,Male,0,0,40,1
52,Private,11th,Widowed,Other-service,Black,Female,0,0,40,0
31,Private,Bachelors,Married,Prof-specialty,White,Male,0,0,40,1
35,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
39,Private,HS-grad,Never-married,Machine-op-inspct,Black,Female,0,0,36,0
27,Private,HS-grad,Never-married,Transport-moving,White,Male,0,0,40,0
23,State-gov,Some-college,Never-married,Adm-clerical,White,Male,0,0,15,0
33,Private,Assoc,Never-married,Other-service,White,Male,0,0,40,0
39,Private,Some-college,Never-married,Craft-repair,White,Female,0,0,40,0
44,Private,HS-grad,Divorced,Transport-moving,White,Male,0,0,40,0
38,Private,HS-grad,Divorced,Exec-managerial,White,Female,0,0,40,0
18,Private,12th,Never-married,Other-service,White,Male,0,0,15,0
54,Private,HS-grad,Widowed,Other-service,White,Female,0,0,15,0
45,Private,HS-grad,Never-married,Adm-clerical,Black,Female,0,0,40,0
43,Private,Masters,Married,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,1
23,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,40,0
33,Self-emp-not-inc,11th,Married,Craft-repair,White,Male,0,0,50,0
45,Private,Bachelors,Married,Transport-moving,White,Male,0,0,50,1
32,Self-emp-inc,Bachelors,Never-married,Exec-managerial,White,Male,0,0,55,0
47,Private,7th-8th,Married,Craft-repair,White,Male,0,0,40,0
44,Private,Assoc,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1
22,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,0
17,Private,11th,Never-married,Sales,White,Male,0,0,30,0
30,Local-gov,Bachelors,Married,Protective-serv,White,Male,0,0,45,1
51,Private,Bachelors,Married,Prof-specialty,White,Male,0,0,70,1
26,State-gov,HS-grad,Never-married,Protective-serv,White,Male,0,0,40,0
50,Private,11th,Married,Craft-repair,White,Male,0,0,40,0
63,Private,HS-grad,Never-married,Exec-managerial,White,Female,0,0,40,0
48,Private,Assoc,Married-civ-spouse,Exec-managerial,White,Male,0,0,43,1
29,Private,HS-grad,Never-married,Exec-managerial,White,Female,0,0,38,0
69,Private,Masters,Married,Prof-specialty,White,Male,0,0,25,0
56,Private,HS-grad,Married,Transport-moving,White,Male,0,0,60,0
42,Self-emp-not-inc,HS-grad,Separated,Other-service,White,Female,0,0,22,0
41,Federal-gov,HS-grad,Married,Tech-support,White,Male,0,0,40,1
23,Private,Some-college,Never-married,Adm-clerical,White,Male,0,0,40,0
29,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,50,1
34,Private,Some-college,Married,Craft-repair,White,Male,0,0,50,0
46,Local-gov,Bachelors,Married,Prof-specialty,White,Female,0,0,40,1
46,Without-pay,HS-grad,Married,Machine-op-inspct,White,Female,0,0,25,0
33,Private,5th-6th,Separated,Other-service,White,Female,0,0,40,0
46,Private,Assoc,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,0
26,Private,HS-grad,Never-married,Other-service,Black,Female,0,0,40,0
49,Local-gov,Bachelors,Divorced,Prof-specialty,White,Female,0,0,50,0
35,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,40,0
27,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,40,0
31,Private,HS-grad,Never-married,Exec-managerial,White,Female,0,0,40,0
47,Private,Some-college,Separated,Adm-clerical,White,Female,0,0,16,0
48,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,40,1
27,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,56,0
38,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
27,Private,HS-grad,Married,Exec-managerial,White,Female,0,0,40,0
17,Private,12th,Never-married,Other-service,White,Male,0,0,15,0
44,State-gov,Bachelors,Married,Exec-managerial,White,Male,0,0,40,1
26,Private,HS-grad,Married,Sales,White,Male,0,0,48,0
37,Private,HS-grad,Never-married,Transport-moving,White,Female,0,0,40,0
49,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,55,1
42,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,1
26,Private,Bachelors,Never-married,Prof-specialty,White,Female,0,0,40,0
44,Private,Some-college,Married,Craft-repair,White,Male,0,0,40,0
47,Private,Masters,Never-married,Prof-specialty,White,Female,0,0,40,0
49,Private,Some-college,Divorced,Tech-support,White,Male,0,0,40,0
17,Private,HS-grad,Never-married,Sales,White,Female,0,0,20,0
42,Private,Some-college,Divorced,Prof-specialty,White,Male,0,0,40,0
30,Private,10th,Married,Craft-repair,White,Male,0,0,40,0
36,State-gov,Assoc,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,0,0,37,0
53,Private,Bachelors,Never-married,Prof-specialty,White,Female,0,0,40,0
23,Private,HS-grad,Married,Handlers-cleaners,Black,Male,0,0,40,0
35,Private,HS-grad,Divorced,Other-service,White,Female,0,0,40,0
39,Private,Bachelors,Widowed,Prof-specialty,White,Female,0,0,50,1
40,Private,Masters,Married,Prof-specialty,White,Male,0,0,60,0
28,Private,Some-college,Married,Adm-clerical,White,Male,0,0,40,0
32,Private,HS-grad,Never-married,Transport-moving,White,Male,0,0,40,0
42,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,0
35,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,43,0
35,Private,12th,Never-married,Machine-op-inspct,Black,Female,0,0,40,0
21,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,0
31,Private,HS-grad,Separated,Other-service,White,Male,0,0,40,0
25,Local-gov,Some-college,Never-married,Adm-clerical,Black,Female,0,0,40,0
24,Private,HS-grad,Never-married,Other-service,White,Male,0,0,25,0
69,Private,Some-college,Married,Sales,White,Male,0,0,25,0
35,Private,Bachelors,Married,Sales,White,Male,0,0,40,0
51,Private,Assoc,Married-civ-spouse,Tech-support,White,Male,0,0,40,1
48,Private,HS-grad,Divorced,Transport-moving,White,Male,0,0,44,0
49,Private,Assoc,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,0
43,Private,Some-college,Married,Adm-clerical,White,Male,0,0,40,0
53,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,40,1
35,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,0
36,Private,HS-grad,Never-married,Other-service,White,Female,0,0,40,0
34,Local-gov,Masters,Never-married,Prof-specialty,White,Female,0,0,40,0
48,Private,Some-college,Married,Other-service,White,Male,0,0,40,1
53,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
49,State-gov,Prof-school,Divorced,Exec-managerial,White,Female,0,0,40,0
41,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
25,Private,Some-college,Never-married,Other-service,White,Female,0,0,40,0
24,Private,Some-college,Married,Craft-repair,White,Male,0,0,65,0
34,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,0
29,Private,HS-grad,Never-married,Craft-repair,White,Female,0,0,42,0
23,Private,Bachelors,Never-married,Tech-support,Black,Female,0,0,45,0
46,Private,Some-college,Separated,Sales,White,Male,0,0,42,0
20,Private,Some-college,Never-married,Other-service,White,Female,0,0,15,0
63,Private,12th,Married,Craft-repair,White,Male,0,0,40,0
33,Private,Assoc,Divorced,Prof-specialty,White,Male,0,0,50,0
24,Federal-gov,Some-college,Never-married,Adm-clerical,Black,Female,0,0,40,0
36,Private,Some-college,Never-married,Other-service,White,Male,0,0,45,0
25,Private,HS-grad,Never-married,Prof-specialty,White,Male,0,0,40,0
54,Local-gov,9th,Married,Other-service,White,Male,0,0,40,0
50,Self-emp-not-inc,Bachelors,Divorced,Sales,White,Male,0,0,50,0
58,State-gov,Bachelors,Married,Exec-managerial,White,Male,0,0,40,0
17,Private,11th,Never-married,Other-service,White,Male,0,0,20,0
27,Private,Bachelors,Never-married,Sales,White,Male,0,0,40,0
20,Private,HS-grad,Separated,Sales,White,Female,0,0,26,0
22,Private,11th,Married,Craft-repair,White,Male,0,0,35,0
80,Self-emp-not-inc,11th,Married,Exec-managerial,White,Male,0,0,25,0
52,Private,HS-grad,Divorced,Transport-moving,White,Male,0,0,45,0
48,Private,10th,Separated,Machine-op-inspct,White,Female,0,0,48,0
62,Private,HS-grad,Married,Handlers-cleaners,White,Male,0,0,25,0
32,Private,Assoc,Married-civ-spouse,Tech-support,White,Male,0,0,42,1
58,Federal-gov,Bachelors,Married,Exec-managerial,White,Male,0,0,40,1
37,Self-emp-not-inc,Masters,Married,Exec-managerial,White,Male,0,0,60,1
29,Self-emp-inc,Doctorate,Married,Prof-specialty,White,Male,0,0,35,1
25,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,0
26,Private,Some-college,Never-married,Machine-op-inspct,White,Male,0,0,40,0
50,Private,Some-college,Married,Sales,White,Male,0,0,50,0
30,Federal-gov,Bachelors,Married,Prof-specialty,White,Male,0,0,40,1
30,Local-gov,Bachelors,Married,Prof-specialty,White,Male,0,0,80,0
59,Private,HS-grad,Widowed,Other-service,White,Female,0,0,10,0
36,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,0
37,Private,Masters,Married,Exec-managerial,White,Male,0,0,50,1
42,Private,Bachelors,Married,Exec-managerial,White,Female,0,0,40,1
34,Private,Bachelors,Married,Exec-managerial,Black,Male,0,0,45,1
27,Self-emp-not-inc,9th,Married,Craft-repair,White,Male,0,0,40,0
39,Private,Bachelors,Married,Tech-support,White,Male,0,0,50,1
41,Private,Some-college,Married,Exec-managerial,White,Male,0,0,40,0
50,Private,Some-college,Divorced,Adm-clerical,Black,Female,0,0,40,0
18,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,0,0,28,0
23,Private,Bachelors,Never-married,Exec-managerial,White,Female,0,0,15,0
26,Private,HS-grad,Married,Craft-repair,White,Male,0,0,48,0
27,Private,Some-college,Married,Prof-specialty,White,Male,0,0,88,0
21,Private,10th,Never-married,Handlers-cleaners,Other,Male,0,0,40,0
41,Private,HS-grad,Married,Other-service,White,Male,0,0,40,0
42,Self-emp-not-inc,Assoc,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,0,0,35,0
25,Private,10th,Never-married,Machine-op-inspct,White,Male,0,0,40,0
43,Private,Bachelors,Married,Sales,White,Male,0,0,40,1
23,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,15,0
23,Private,Some-college,Never-married,Sales,Black,Male,0,0,9,0
18,Private,11th,Never-married,Other-service,White,Female,0,0,20,0
37,Private,Bachelors,Never-married,Exec-managerial,White,Male,0,0,50,0
36,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,40,0
36,Private,Assoc,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1
23,Private,HS-grad,Never-married,Sales,White,Male,0,0,35,0
55,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
42,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,40,0
22,Private,HS-grad,Never-married,Adm-clerical,Black,Female,0,0,38,0
42,Local-gov,Some-college,Married,Transport-moving,White,Male,0,0,40,0
21,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,40,0
25,Private,Assoc,Divorced,Adm-clerical,Black,Female,0,0,45,0
31,Private,1st-4th,Separated,Handlers-cleaners,White,Male,0,0,35,0
42,Private,Some-college,Divorced,Craft-repair,White,Male,0,0,38,0
26,Private,9th,Married,Craft-repair,White,Male,0,0,20,0
34,Private,Masters,Married,Exec-managerial,White,Male,0,0,40,0
51,Private,Bachelors,Married,Handlers-cleaners,White,Male,0,0,40,0
45,Local-gov,Masters,Married,Prof-specialty,White,Female,0,0,45,1
44,Private,Some-college,Married,Transport-moving,White,Male,0,0,50,1
35,Private,Some-college,Married,Farming-fishing,White,Male,0,0,40,0
46,Private,7th-8th,Married,Transport-moving,White,Male,0,0,40,0
46,Private,Assoc,Never-married,Tech-support,White,Male,0,0,56,0
46,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,53,1
66,Self-emp-not-inc,Bachelors,Married,Exec-managerial,White,Male,0,0,8,1
34,State-gov,HS-grad,Separated,Adm-clerical,White,Female,0,0,20,0
26,Private,Assoc,Married-civ-spouse,Sales,White,Male,0,0,40,0
29,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,1
23,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,40,0
46,Private,9th,Married,Machine-op-inspct,White,Female,0,0,40,0
54,Private,Masters,Married,Sales,White,Male,0,0,68,1
54,Self-emp-not-inc,7th-8th,Married,Farming-fishing,White,Male,0,0,60,0
71,Private,9th,Widowed,Sales,White,Female,0,0,13,0
51,Private,12th,Married,Craft-repair,White,Male,0,0,45,0
32,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,0
57,Private,11th,Married,Craft-repair,White,Male,0,0,40,0
34,Private,9th,Never-married,Craft-repair,White,Male,0,0,40,0
21,Private,HS-grad,Never-married,Exec-managerial,White,Female,0,0,40,0
50,Private,Masters,Married,Prof-specialty,White,Male,0,0,40,1
32,Private,Assoc,Never-married,Craft-repair,White,Male,0,0,44,0
37,Local-gov,Bachelors,Married,Prof-specialty,White,Female,0,0,50,1
19,Private,7th-8th,Married,Craft-repair,White,Male,0,0,99,0
64,Private,HS-grad,Widowed,Adm-clerical,White,Female,0,0,30,0
17,Private,11th,Never-married,Other-service,Black,Male,0,0,20,0
37,Private,Assoc,Married-civ-spouse,Other-service,White,Male,0,0,40,0
20,Private,Some-college,Never-married,Other-service,Black,Male,0,0,20,0
18,Private,12th,Never-married,Handlers-cleaners,White,Male,0,0,40,0
42,Private,Bachelors,Married,Adm-clerical,White,Male,0,0,55,1
53,Local-gov,Bachelors,Married,Prof-specialty,White,Female,0,0,60,1
52,Private,HS-grad,Married,Sales,White,Male,0,0,40,0
51,Private,10th,Never-married,Farming-fishing,White,Male,0,0,40,0
77,Self-emp-inc,Some-college,Married,Sales,White,Male,0,0,8,0
38,Local-gov,Some-college,Never-married,Prof-specialty,White,Male,0,0,40,0
20,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,0
23,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,30,0
27,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,0
19,Private,11th,Never-married,Other-service,White,Female,0,0,40,0
41,Private,Bachelors,Married,Sales,White,Male,0,0,40,1
47,Federal-gov,Some-college,Married,Exec-managerial,Black,Male,0,0,40,0
36,Private,Bachelors,Married,Sales,White,Male,0,0,40,1
42,Self-emp-inc,Masters,Married,Farming-fishing,White,Male,0,0,60,1
24,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,40,0
22,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,0
24,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,20,0
41,Private,Some-college,Married,Adm-clerical,White,Male,0,0,45,1
29,Private,HS-grad,Never-married,Protective-serv,Asian-Pac-Islander,Male,0,0,40,0
36,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,40,0
78,Self-emp-inc,HS-grad,Widowed,Sales,White,Male,0,0,45,1
34,State-gov,Some-college,Separated,Exec-managerial,White,Female,0,0,40,0
24,Private,12th,Married,Craft-repair,White,Male,0,0,40,0
36,Federal-gov,Assoc,Married-civ-spouse,Tech-support,White,Male,0,0,40,0
49,Private,Some-college,Married,Sales,White,Male,0,0,44,0
21,Private,9th,Never-married,Transport-moving,White,Male,0,0,40,0
51,Private,Assoc,Separated,Other-service,Black,Female,0,0,40,0
30,Private,HS-grad,Married,Tech-support,White,Male,0,0,40,0
37,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,0
30,Private,Assoc,Never-married,Adm-clerical,White,Female,0,0,40,0
46,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
24,Local-gov,HS-grad,Never-married,Other-service,White,Male,0,0,40,0
32,Private,Bachelors,Married,Sales,White,Male,0,0,42,1
36,Private,Some-college,Divorced,Prof-specialty,White,Male,0,0,50,0
30,Private,11th,Married,Handlers-cleaners,White,Female,0,0,40,0
60,State-gov,Some-college,Married,Transport-moving,White,Male,0,0,40,0
56,Local-gov,Some-college,Divorced,Exec-managerial,White,Female,0,0,40,0
57,Private,11th,Married,Machine-op-inspct,White,Male,0,0,40,0
61,Federal-gov,Bachelors,Married,Exec-managerial,White,Female,0,0,40,0
50,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,1
56,Self-emp-not-inc,HS-grad,Married,Exec-managerial,White,Male,0,0,48,0
26,Private,Some-college,Married,Prof-specialty,White,Male,0,0,40,0
56,Self-emp-not-inc,11th,Married,Other-service,White,Female,0,0,40,0
45,Private,11th,Widowed,Other-service,White,Female,0,0,40,0
28,Private,Assoc,Never-married,Exec-managerial,White,Male,0,0,65,1
45,Self-emp-not-inc,Some-college,Married,Exec-managerial,Amer-Indian-Eskimo,Male,0,0,40,0
58,Private,9th,Married,Handlers-cleaners,White,Male,0,0,40,0
23,Private,Bachelors,Never-married,Exec-managerial,White,Female,0,0,40,0
49,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,1
19,Private,Some-college,Never-married,Sales,White,Female,0,0,25,0
22,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,0
23,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,50,0
40,Private,HS-grad,Married,Craft-repair,White,Male,0,0,25,0
55,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,40,0
34,State-gov,Assoc,Never-married,Prof-specialty,White,Female,0,0,40,0
21,Private,HS-grad,Married,Machine-op-inspct,Black,Male,0,0,40,0
28,Private,HS-grad,Never-married,Other-service,White,Female,0,0,40,0
43,Federal-gov,Bachelors,Married,Tech-support,Asian-Pac-Islander,Male,0,0,40,0
17,Private,9th,Never-married,Transport-moving,White,Male,0,0,20,0
51,Self-emp-not-inc,10th,Widowed,Transport-moving,White,Female,0,0,40,0
37,Private,HS-grad,Married,Sales,White,Male,0,0,40,1
54,Self-emp-inc,Bachelors,Married,Sales,White,Male,0,0,50,1
24,Private,Bachelors,Never-married,Sales,White,Male,0,0,30,0
35,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,1
23,Private,Assoc,Never-married,Machine-op-inspct,White,Male,0,0,40,0
24,Private,HS-grad,Never-married,Priv-house-serv,White,Female,0,0,45,0
24,Private,Assoc,Never-married,Adm-clerical,White,Female,0,0,20,0
34,Private,HS-grad,Married,Transport-moving,White,Male,0,0,40,1
45,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
36,Private,11th,Never-married,Craft-repair,White,Male,0,0,40,0
33,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,45,1
21,Private,HS-grad,Never-married,Other-service,White,Female,0,0,20,0
32,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
22,Private,5th-6th,Never-married,Farming-fishing,White,Male,0,0,40,0
53,Private,HS-grad,Married,Tech-support,White,Male,0,0,40,1
36,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,40,0
22,Private,Bachelors,Never-married,Sales,White,Male,0,0,40,0
47,Private,HS-grad,Married,Protective-serv,Black,Female,0,0,40,0
30,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,0,0,20,0
23,Private,Some-college,Never-married,Sales,White,Male,0,0,40,0
40,Private,10th,Separated,Transport-moving,White,Male,0,0,35,0
45,Local-gov,Assoc,Divorced,Tech-support,White,Male,0,0,40,0
61,Local-gov,Bachelors,Married,Prof-specialty,White,Male,0,0,42,0
35,Private,HS-grad,Divorced,Exec-managerial,White,Female,0,0,55,0
20,Private,Some-college,Never-married,Other-service,White,Female,0,0,25,0
27,Private,10th,Never-married,Adm-clerical,White,Male,0,0,60,0
23,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,0
65,Local-gov,Some-college,Widowed,Adm-clerical,White,Female,0,0,35,0
25,Private,HS-grad,Never-married,Adm-clerical,Black,Female,0,0,40,0
45,Private,Bachelors,Divorced,Adm-clerical,White,Female,0,0,40,0
67,Private,HS-grad,Widowed,Sales,White,Female,0,0,32,0
40,Private,HS-grad,Widowed,Machine-op-inspct,White,Female,0,0,40,0
51,Private,Some-college,Married,Exec-managerial,White,Male,0,0,60,1
35,Private,HS-grad,Married,Transport-moving,White,Male,0,0,60,0
28,Private,Some-college,Never-married,Sales,White,Male,0,0,40,0
44,Private,HS-grad,Divorced,Handlers-cleaners,White,Female,0,0,48,0
37,Private,Some-college,Married,Craft-repair,White,Male,0,0,50,1
54,Private,Some-college,Married,Transport-moving,White,Male,0,0,45,1
33,Federal-gov,Prof-school,Married,Prof-specialty,White,Female,0,0,40,1
46,Private,HS-grad,Divorced,Exec-managerial,White,Female,0,0,40,0
49,Private,Masters,Married,Sales,White,Male,0,0,50,1
51,Private,HS-grad,Divorced,Sales,White,Male,0,0,45,0
27,Private,HS-grad,Married,Handlers-cleaners,White,Male,0,0,40,0
36,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,40,0
24,Private,Some-college,Never-married,Sales,White,Female,0,0,15,0
31,Private,HS-grad,Never-married,Other-service,White,Female,0,0,38,0
35,Federal-gov,Doctorate,Never-married,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,60,1
50,Private,Some-college,Married,Protective-serv,Black,Male,0,0,70,1
43,Self-emp-inc,HS-grad,Married,Sales,White,Male,0,0,50,0
21,Private,9th,Never-married,Craft-repair,White,Male,0,0,30,0
33,Private,9th,Never-married,Other-service,White,Male,0,0,45,0
22,Private,HS-grad,Never-married,Priv-house-serv,White,Female,0,0,36,0
29,Private,Masters,Married,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,0
42,Self-emp-not-inc,Assoc,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,0
28,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,50,0
36,Private,HS-grad,Never-married,Prof-specialty,White,Female,0,0,38,0
66,Local-gov,HS-grad,Widowed,Other-service,White,Female,0,0,25,0
44,Private,Bachelors,Married,Prof-specialty,White,Female,0,0,20,0
45,Local-gov,Some-college,Divorced,Adm-clerical,Black,Female,0,0,40,0
49,Private,HS-grad,Divorced,Other-service,Black,Female,0,0,40,0
36,Private,Bachelors,Divorced,Prof-specialty,White,Female,0,0,45,0
