age,workclass,education,marital.status,hours.per.week,sex,race,income
45,Private,Assoc,Married,30,Male,White,0
28,Private,HS-grad,Separated,40,Male,White,0
49,Private,HS-grad,Married,40,Female,White,0
62,Private,Some-college,Divorced,40,Male,White,0
41,Private,Bachelors,Married,40,Female,White,1
43,Private,Some-college,Married,70,Male,White,1
49,Self-emp-inc,Prof-school,Married,50,Male,White,0
35,Private,Some-college,Married,40,Female,White,0
40,Private,Assoc,Married,55,Male,White,1
56,Local-gov,HS-grad,Married,40,Male,Black,0
56,Private,HS-grad,Widowed,48,Male,Black,0
67,Private,Bachelors,Divorced,40,Female,White,1
66,Private,Prof-school,Never-married,42,Male,White,1
66,Private,Some-college,Widowed,40,Male,White,0
20,Private,Some-college,Never-married,35,Male,White,0
43,Private,Some-college,Separated,32,Female,White,0
31,Private,Some-college,Married,40,Female,White,0
30,Private,Some-college,Married,60,Male,White,0
57,Private,Some-college,Married,32,Female,White,0
35,Private,HS-grad,Separated,40,Male,White,0
79,Self-emp-not-inc,Bachelors,Married,60,Male,White,0
48,Private,Some-college,Married,30,Female,White,0
53,Local-gov,12th,Married,40,Male,White,1
55,Self-emp-inc,HS-grad,Married,40,Male,White,1
61,Self-emp-not-inc,10th,Married,54,Male,White,0
43,Private,12th,Married,40,Male,White,0
18,Private,HS-grad,Never-married,25,Male,White,0
52,Private,Some-college,Married,50,Male,White,1
44,Private,HS-grad,Divorced,45,Female,White,0
59,Local-gov,Bachelors,Divorced,40,Male,White,0
66,Private,Bachelors,Divorced,40,Female,White,0
30,Private,Bachelors,Divorced,40,Female,Other,1
49,Local-gov,Bachelors,Married,48,Male,White,1
45,Self-emp-inc,Prof-school,Married,50,Female,White,1
51,Private,11th,Married,4,Female,White,0
56,Private,HS-grad,Married,40,Male,White,1
38,Private,HS-grad,Never-married,40,Male,Black,1
59,Private,Bachelors,Divorced,40,Male,White,1
55,Federal-gov,HS-grad,Married,42,Male,White,1
53,Private,HS-grad,Married,40,Female,White,0
23,Private,Assoc,Never-married,50,Male,White,0
55,Private,Some-college,Divorced,80,Male,Amer-Indian-Eskimo,0
32,Private,Some-college,Divorced,40,Male,White,0
31,Private,Bachelors,Separated,40,Male,White,0
31,Private,Assoc,Never-married,40,Male,White,0
25,Private,HS-grad,Married,40,Male,White,0
26,Self-emp-not-inc,Some-college,Married,40,Female,White,0
60,Federal-gov,Assoc,Divorced,40,Female,White,1
41,State-gov,Masters,Never-married,40,Female,White,0
64,Private,Assoc,Married,55,Male,White,1
57,Private,Masters,Married,40,Female,White,1
39,Self-emp-not-inc,Some-college,Divorced,40,Female,White,0
18,Private,Some-college,Never-married,20,Female,White,0
62,Private,Bachelors,Married,60,Male,White,1
43,Local-gov,Bachelors,Married,40,Male,White,1
52,Private,Some-college,Married,14,Female,White,0
53,Private,HS-grad,Married,40,Male,White,1
68,Local-gov,Masters,Married,55,Male,White,1
57,Private,Some-college,Married,28,Female,Black,0
56,Private,Some-college,Married,40,Male,Black,0
27,Private,HS-grad,Never-married,40,Male,Black,0
31,Private,HS-grad,Married,70,Male,White,0
52,Private,HS-grad,Never-married,45,Male,White,0
66,Self-emp-inc,11th,Widowed,10,Female,Asian-Pac-Islander,1
41,Self-emp-inc,HS-grad,Divorced,50,Male,Asian-Pac-Islander,1
42,Self-emp-not-inc,HS-grad,Divorced,40,Male,White,1
55,Private,12th,Widowed,40,Female,Black,0
63,Private,Some-college,Married,40,Male,White,0
48,Private,Some-college,Married,30,Female,White,0
43,Private,Bachelors,Divorced,40,Female,White,1
52,Self-emp-inc,HS-grad,Married,50,Male,White,0
63,Private,HS-grad,Married,40,Male,White,1
62,Private,Assoc,Married,50,Female,White,1
53,Private,Bachelors,Married,45,Male,White,1
47,Private,11th,Married,40,Female,White,0
19,Private,HS-grad,Never-married,43,Male,White,0
17,Private,10th,Never-married,10,Female,White,0
55,Private,Bachelors,Married,40,Male,White,1
53,State-gov,Masters,Married,12,Female,White,0
64,Private,7th-8th,Married,40,Male,Black,1
61,Private,7th-8th,Married,40,Male,Black,0
38,Private,11th,Separated,40,Male,Black,0
37,Private,9th,Never-married,36,Male,Black,0
57,Private,HS-grad,Divorced,36,Female,Black,1
51,Private,HS-grad,Married,40,Female,White,0
50,Local-gov,Bachelors,Divorced,40,Female,Black,0
54,Private,12th,Married,40,Male,White,1
37,Self-emp-inc,Some-college,Married,30,Male,White,0
71,Private,HS-grad,Married,40,Female,White,1
72,Private,11th,Married,25,Male,White,1
49,Private,Assoc,Married,38,Female,White,0
49,Private,HS-grad,Married,50,Male,White,1
28,State-gov,HS-grad,Never-married,40,Female,White,0
58,Private,Some-college,Married,35,Female,White,0
64,Without-pay,Bachelors,Divorced,2,Male,White,0
38,Private,Bachelors,Married,80,Male,Asian-Pac-Islander,1
62,State-gov,Assoc,Married,40,Female,Black,0
62,Private,HS-grad,Married,40,Male,Black,0
62,Private,Bachelors,Married,60,Male,White,0
32,Private,HS-grad,Married,60,Male,White,1
25,Private,Some-college,Never-married,25,Female,White,0
49,Private,HS-grad,Married,60,Male,White,0
66,Private,Bachelors,Divorced,20,Female,White,1
49,Private,Some-college,Never-married,40,Female,White,0
33,Private,Masters,Never-married,40,Male,White,1
51,Private,7th-8th,Married,12,Female,Black,0
43,Private,Assoc,Married,48,Male,White,1
42,Private,Masters,Divorced,35,Female,White,0
17,Private,11th,Never-married,12,Female,White,0
48,Private,Some-college,Married,25,Female,Asian-Pac-Islander,0
39,Private,Assoc,Separated,40,Female,Black,1
21,Private,Some-college,Never-married,25,Male,Black,0
53,Private,Bachelors,Married,40,Female,White,0
63,Local-gov,10th,Married,18,Male,White,0
27,Private,Masters,Never-married,45,Male,White,1
26,Private,Bachelors,Never-married,40,Female,White,0
61,Private,Some-college,Married,40,Female,White,1
62,Private,HS-grad,Married,50,Male,White,1
36,State-gov,Assoc,Never-married,40,Female,Black,0
46,Federal-gov,Some-college,Married,40,Male,White,1
48,Private,HS-grad,Married,30,Female,White,0
19,Private,10th,Never-married,40,Male,White,0
35,Private,HS-grad,Never-married,60,Female,Black,0
18,Private,11th,Never-married,40,Female,Black,0
26,Private,HS-grad,Never-married,50,Male,White,0
24,Local-gov,Bachelors,Never-married,40,Female,White,0
68,Private,Bachelors,Married,40,Male,White,1
60,Private,HS-grad,Married,15,Female,White,0
64,Private,Some-college,Married,31,Male,White,0
38,Private,HS-grad,Divorced,38,Female,White,0
30,Private,Some-college,Never-married,40,Male,White,0
32,Private,Bachelors,Never-married,45,Male,White,0
49,Local-gov,Bachelors,Married,45,Male,White,1
35,Local-gov,Bachelors,Married,8,Female,White,0
60,Private,Bachelors,Married,40,Male,White,1
57,Private,HS-grad,Married,40,Female,White,0
62,Private,Some-college,Married,40,Male,Asian-Pac-Islander,0
54,Private,HS-grad,Married,40,Female,Asian-Pac-Islander,0
17,Private,11th,Never-married,12,Female,Asian-Pac-Islander,0
60,Local-gov,Bachelors,Married,16,Male,White,0
60,Local-gov,Bachelors,Married,20,Female,White,0
63,Private,Assoc,Never-married,40,Female,Black,0
39,Self-emp-inc,Assoc,Never-married,40,Female,White,1
30,Private,HS-grad,Divorced,40,Female,White,1
34,Private,Assoc,Married,45,Male,White,1
30,Private,5th-6th,Married,40,Female,Other,0
35,Private,5th-6th,Married,48,Male,Other,0
27,Private,5th-6th,Never-married,36,Female,Other,0
67,Self-emp-not-inc,Bachelors,Married,40,Female,Asian-Pac-Islander,0
51,Private,HS-grad,Divorced,40,Male,Asian-Pac-Islander,0
59,Self-emp-inc,Masters,Married,40,Male,White,1
59,State-gov,Masters,Married,40,Female,White,1
23,Private,Some-college,Married,50,Female,White,0
20,Private,Assoc,Never-married,45,Male,White,0
18,Private,HS-grad,Never-married,40,Female,White,0
42,Private,Bachelors,Married,40,Female,White,1
42,Private,Some-college,Married,48,Male,White,1
53,Federal-gov,Bachelors,Married,40,Male,White,1
50,Local-gov,Bachelors,Married,40,Female,White,0
31,Private,Some-college,Married,48,Male,White,0
29,Private,Some-college,Married,48,Female,White,0
41,Private,Some-college,Married,40,Male,White,0
36,Private,Assoc,Married,40,Female,White,0
27,Self-emp-not-inc,HS-grad,Never-married,10,Male,White,0
69,Private,HS-grad,Widowed,40,Female,White,1
49,Local-gov,HS-grad,Married,40,Female,White,0
50,Private,HS-grad,Married,40,Male,White,0
50,Private,Assoc,Married,50,Female,Black,0
55,Private,12th,Married,38,Male,Black,0
28,Private,Some-college,Never-married,40,Female,Black,0
52,State-gov,HS-grad,Divorced,50,Female,Black,1
25,Private,11th,Never-married,40,Male,Black,0
50,Private,Some-college,Married,40,Male,White,1
52,Private,Bachelors,Married,32,Female,White,0
54,Private,Bachelors,Married,40,Male,Black,0
53,Local-gov,Assoc,Married,40,Female,Black,0
33,Private,11th,Married,58,Male,White,0
24,Local-gov,Bachelors,Never-married,60,Male,White,0
41,Private,Some-college,Never-married,40,Female,Black,0
19,Private,Some-college,Never-married,12,Female,White,0
41,Private,5th-6th,Separated,54,Female,White,0
29,Private,Bachelors,Never-married,45,Female,White,1
43,Private,HS-grad,Married,48,Female,White,0
18,Private,HS-grad,Never-married,27,Male,White,0
56,Private,Preschool,Divorced,40,Male,Black,0
42,Private,HS-grad,Never-married,50,Male,White,1
43,Private,Assoc,Married,10,Female,White,0
54,Private,HS-grad,Married,40,Male,White,0
47,Private,Assoc,Married,40,Female,White,0
28,Private,7th-8th,Married,55,Male,White,0
37,Private,Some-college,Married,40,Female,White,0
36,Private,Assoc,Married,45,Male,White,0
40,Private,Assoc,Married,99,Male,White,0
41,Private,Assoc,Married,90,Female,White,0
25,Private,Some-college,Married,45,Male,White,0
30,Federal-gov,Some-college,Divorced,40,Male,White,0
61,Private,Some-college,Separated,38,Female,Black,0
41,Private,Assoc,Married,36,Female,White,1
47,Private,Some-college,Married,40,Male,White,1
60,Federal-gov,Bachelors,Married,40,Female,White,1
62,Private,Some-college,Married,40,Male,White,0
58,Private,HS-grad,Divorced,40,Female,Black,0
25,Private,Bachelors,Never-married,10,Male,White,0
56,Private,Bachelors,Married,40,Male,Other,1
57,Private,11th,Married,40,Male,White,0
33,Private,HS-grad,Divorced,40,Male,White,0
52,Federal-gov,HS-grad,Divorced,50,Female,Black,0
41,Private,HS-grad,Divorced,40,Female,White,0
30,Federal-gov,Some-college,Married,50,Male,White,1
63,Self-emp-not-inc,Some-college,Widowed,3,Female,White,0
44,Private,Assoc,Never-married,35,Female,White,0
22,Private,Bachelors,Married,20,Female,White,0
23,State-gov,Bachelors,Married,40,Male,White,0
55,Private,HS-grad,Widowed,40,Female,White,1
56,Private,HS-grad,Divorced,40,Male,White,0
68,Private,HS-grad,Widowed,25,Female,White,0
65,Private,Some-college,Married,28,Male,White,0
55,Private,Some-college,Married,40,Female,White,0
28,Private,Some-college,Never-married,40,Male,White,1
24,Private,Some-college,Never-married,50,Male,White,1
34,Self-emp-inc,Some-college,Divorced,4,Female,White,0
43,Private,Some-college,Married,38,Male,Black,1
69,Private,Some-college,Divorced,40,Female,Black,0
31,Private,Bachelors,Married,40,Male,White,1
31,Private,Bachelors,Married,36,Female,White,0
31,Private,Bachelors,Married,40,Male,White,0
48,Private,Some-college,Married,38,Male,White,0
50,Private,HS-grad,Married,37,Female,White,0
54,Private,Bachelors,Married,50,Male,White,1
31,Without-pay,HS-grad,Separated,20,Male,White,0
49,Federal-gov,Assoc,Married,44,Male,White,1
50,Local-gov,Bachelors,Married,50,Female,White,0
60,Without-pay,Prof-school,Married,54,Male,White,1
73,Private,Bachelors,Married,36,Male,White,1
41,Private,Masters,Divorced,30,Male,White,0
65,Local-gov,Bachelors,Married,50,Male,White,1
45,Private,HS-grad,Married,40,Male,White,1
34,Private,Some-college,Divorced,36,Female,Black,0
56,Federal-gov,Some-college,Married,40,Male,White,1
66,Self-emp-not-inc,Bachelors,Widowed,3,Female,White,0
30,Private,Masters,Never-married,40,Female,Black,0
30,Private,HS-grad,Married,40,Male,White,1
30,Private,Assoc,Married,21,Female,White,0
61,Self-emp-not-inc,Some-college,Married,40,Male,White,1
58,Private,Bachelors,Widowed,50,Female,Black,0
19,Local-gov,HS-grad,Never-married,40,Male,White,0
18,Private,Some-college,Never-married,20,Male,White,0
18,Private,Some-college,Never-married,20,Male,White,0
18,Private,HS-grad,Never-married,25,Male,White,0
42,Private,HS-grad,Never-married,45,Male,White,0
19,Private,Some-college,Never-married,17,Female,White,0
29,Federal-gov,Bachelors,Married,45,Female,White,0
26,Private,HS-grad,Married,40,Male,White,0
19,Private,HS-grad,Married,20,Male,White,0
66,Self-emp-not-inc,Masters,Divorced,20,Male,White,0
44,Private,HS-grad,Married,40,Male,White,1
23,Private,HS-grad,Never-married,40,Male,Other,0
25,Local-gov,Masters,Never-married,40,Female,White,0
33,Private,Some-college,Never-married,40,Male,Black,1
42,Private,11th,Separated,40,Female,White,0
35,Private,11th,Divorced,40,Male,White,1
49,Private,HS-grad,Divorced,48,Male,Black,0
54,Private,Some-college,Divorced,60,Male,Black,0
20,Private,HS-grad,Never-married,40,Female,White,0
21,Private,HS-grad,Never-married,50,Male,White,0
42,Private,Bachelors,Married,50,Male,White,1
38,Private,Assoc,Married,36,Female,White,0
63,Private,Bachelors,Married,20,Male,White,1
63,Private,Assoc,Married,36,Male,White,1
43,Private,HS-grad,Married,50,Male,Black,1
37,State-gov,Doctorate,Married,40,Female,Black,1
51,Private,Some-college,Married,24,Female,White,0
64,Self-emp-inc,Prof-school,Never-married,50,Male,White,1
35,Private,HS-grad,Married,40,Male,White,1
32,Private,HS-grad,Married,40,Female,White,0
29,Private,Some-college,Never-married,50,Male,White,0
28,Private,Some-college,Married,40,Male,White,0
68,Private,Some-college,Widowed,36,Female,White,1
59,Private,7th-8th,Married,50,Male,Black,0
30,Private,12th,Never-married,7,Male,Black,0
27,Private,Some-college,Never-married,40,Male,White,0
43,Private,HS-grad,Married,40,Female,White,0
55,Private,Bachelors,Married,60,Male,White,1
62,Private,HS-grad,Never-married,27,Male,Black,0
43,Private,Some-college,Never-married,40,Male,Black,1
62,Federal-gov,Some-college,Divorced,40,Female,Black,0
25,Federal-gov,Some-college,Never-married,40,Female,Black,0
23,Private,Some-college,Never-married,40,Female,Black,0
54,Private,HS-grad,Married,40,Male,White,1
53,State-gov,Masters,Married,50,Female,White,1
58,Private,Bachelors,Married,40,Male,White,1
34,Private,HS-grad,Married,50,Male,White,0
45,State-gov,7th-8th,Married,30,Female,White,0
43,Self-emp-not-inc,Assoc,Married,40,Female,White,0
44,Private,Assoc,Married,50,Male,White,1
19,Private,Some-college,Never-married,40,Male,White,0
41,Private,Bachelors,Never-married,36,Male,White,0
41,Self-emp-not-inc,Assoc,Married,45,Male,White,1
51,Private,Some-college,Married,40,Male,White,1
45,Private,Some-college,Married,40,Female,White,0
25,Local-gov,Assoc,Never-married,25,Male,White,0
22,Private,Assoc,Never-married,52,Male,White,0
31,Private,Some-college,Married,40,Male,White,0
56,Private,Assoc,Widowed,40,Female,Black,0
22,Private,HS-grad,Never-married,40,Male,Black,0
32,Private,HS-grad,Married,54,Male,White,0
50,Private,Bachelors,Never-married,40,Female,White,0
51,Federal-gov,HS-grad,Divorced,40,Male,Black,1
25,Self-emp-not-inc,HS-grad,Never-married,40,Female,Other,0
63,Private,HS-grad,Widowed,50,Male,White,0
34,Private,Masters,Married,45,Male,White,1
36,Local-gov,Some-college,Married,35,Female,White,0
47,Private,HS-grad,Divorced,84,Female,White,1
59,Private,Bachelors,Divorced,40,Male,White,1
71,Self-emp-not-inc,HS-grad,Married,20,Male,White,0
64,Private,HS-grad,Divorced,42,Female,White,0
50,Private,Assoc,Divorced,40,Male,Black,0
62,Private,HS-grad,Married,24,Male,White,0
48,Private,HS-grad,Married,40,Male,White,1
54,Private,HS-grad,Married,33,Female,White,0
22,Private,HS-grad,Married,24,Female,White,0
24,Private,HS-grad,Married,40,Male,White,0
20,Private,HS-grad,Never-married,30,Male,White,0
38,Private,HS-grad,Divorced,35,Female,White,0
34,Local-gov,Some-college,Married,40,Female,White,0
56,Self-emp-not-inc,HS-grad,Divorced,60,Male,White,0
30,Private,HS-grad,Married,40,Male,Black,0
29,Local-gov,Masters,Married,40,Female,Black,0
56,Self-emp-inc,HS-grad,Married,42,Male,White,1
63,Self-emp-inc,Some-college,Married,42,Female,White,1
37,Federal-gov,Some-college,Married,40,Male,White,0
36,Private,Assoc,Married,15,Female,White,0
45,Private,HS-grad,Married,40,Female,White,0
21,Private,Some-college,Never-married,40,Male,White,1
49,Private,Some-college,Married,40,Female,White,0
48,Self-emp-not-inc,5th-6th,Married,40,Male,White,0
49,Private,HS-grad,Married,48,Male,White,0
42,Private,Assoc,Married,24,Female,Black,0
43,Private,HS-grad,Married,40,Male,Black,0
29,Local-gov,Assoc,Married,46,Female,White,0
37,Local-gov,HS-grad,Married,40,Male,White,0
47,Private,Some-college,Married,40,Male,White,1
66,Private,Some-college,Married,32,Male,White,0
42,Private,Bachelors,Married,45,Male,White,1
18,Private,HS-grad,Never-married,45,Male,White,0
41,Private,Assoc,Married,40,Male,White,0
37,Local-gov,Masters,Married,45,Female,White,1
79,State-gov,Masters,Married,40,Male,White,1
38,Private,Some-college,Married,40,Male,White,0
54,Private,Some-college,Married,40,Female,White,0
45,Private,HS-grad,Married,40,Male,White,0
49,Private,Assoc,Never-married,40,Female,White,1
52,Federal-gov,Bachelors,Married,40,Male,White,1
51,Private,Some-college,Married,40,Female,White,1
51,Self-emp-inc,HS-grad,Divorced,40,Female,White,0
24,Private,HS-grad,Separated,20,Female,White,0
52,Private,HS-grad,Separated,30,Female,White,0
44,Private,HS-grad,Married,40,Female,White,1
46,Private,HS-grad,Married,60,Male,White,1
24,State-gov,Bachelors,Never-married,42,Male,White,0
30,Private,Doctorate,Married,50,Male,White,1
29,Private,Bachelors,Married,45,Female,White,0
65,Private,Assoc,Married,50,Male,White,0
50,Private,HS-grad,Separated,40,Female,White,0
58,Private,HS-grad,Divorced,40,Female,Black,0
51,Private,HS-grad,Never-married,50,Male,Black,0
63,Private,Some-college,Married,60,Male,White,0
64,Private,Bachelors,Married,50,Female,White,1
39,Federal-gov,Assoc,Married,50,Male,White,1
53,Local-gov,HS-grad,Divorced,8,Male,White,0
55,Local-gov,Bachelors,Married,40,Male,Black,0
52,Local-gov,Assoc,Married,40,Female,Black,0
49,Private,Masters,Married,45,Male,White,1
46,Private,Bachelors,Married,40,Female,White,0
40,Private,Bachelors,Married,40,Female,White,0
46,Private,Bachelors,Married,40,Male,White,1
17,Private,11th,Never-married,15,Female,White,0
60,Private,10th,Separated,70,Male,Black,0
54,Federal-gov,HS-grad,Married,40,Female,White,0
28,Private,HS-grad,Never-married,38,Male,White,0
49,Federal-gov,Some-college,Divorced,60,Male,White,0
57,Private,Some-college,Divorced,50,Female,White,1
47,Private,Some-college,Married,40,Female,White,0
57,Private,Assoc,Married,40,Male,White,1
20,Private,Assoc,Never-married,20,Male,White,0
33,Private,Masters,Married,55,Female,White,0
33,Private,Some-college,Married,50,Male,White,1
56,Self-emp-not-inc,HS-grad,Married,60,Male,Black,1
56,Private,9th,Married,12,Female,Black,0
32,Private,Some-college,Married,40,Female,Black,0
39,Private,Some-college,Married,40,Male,Black,0
50,Private,HS-grad,Married,40,Female,Black,0
51,Self-emp-not-inc,12th,Married,40,Male,Black,0
27,Private,Masters,Married,40,Male,Other,0
24,Private,Bachelors,Married,40,Female,White,0
51,Self-emp-not-inc,Preschool,Married,40,Female,White,0
51,Private,Preschool,Married,45,Female,White,1
69,Private,Some-college,Married,40,Male,White,0
65,Federal-gov,Some-college,Married,20,Female,White,0
29,Private,Bachelors,Married,50,Male,White,1
60,Private,10th,Divorced,35,Male,White,0
59,Private,Bachelors,Married,40,Male,White,1
55,Private,Some-college,Married,36,Female,White,1
62,Private,HS-grad,Married,32,Male,White,0
50,Private,9th,Married,32,Female,White,0
64,Private,HS-grad,Married,40,Male,White,0
61,State-gov,HS-grad,Married,40,Female,White,0
45,Local-gov,HS-grad,Married,40,Male,White,0
20,Private,HS-grad,Never-married,40,Male,White,0
41,Private,HS-grad,Divorced,40,Female,White,0
63,Private,Bachelors,Married,50,Male,Other,1
63,Private,Masters,Married,60,Female,White,0
34,Private,Some-college,Divorced,35,Female,White,0
54,Private,HS-grad,Married,45,Male,White,0
64,Private,Prof-school,Separated,79,Male,White,1
73,Private,Assoc,Married,30,Female,White,1
39,Self-emp-inc,Bachelors,Married,40,Male,White,0
39,Private,Bachelors,Married,55,Female,White,0
31,Self-emp-inc,Prof-school,Never-married,65,Male,White,1
41,Private,HS-grad,Divorced,30,Female,White,0
44,Private,Some-college,Divorced,40,Female,Black,0
23,Private,HS-grad,Never-married,32,Male,Black,0
33,Private,Assoc,Married,40,Female,White,0
35,Private,Assoc,Married,50,Male,White,0
39,Private,Bachelors,Married,60,Female,White,0
59,Private,5th-6th,Married,40,Male,White,0
59,Private,Bachelors,Married,30,Female,White,1
66,Local-gov,HS-grad,Married,20,Female,White,0
39,Private,Assoc,Never-married,40,Female,Black,0
63,Private,HS-grad,Separated,80,Male,White,0
27,Private,HS-grad,Never-married,50,Female,Other,0
19,Private,Some-college,Never-married,40,Male,White,0
26,Private,HS-grad,Married,25,Female,Other,0
28,Private,HS-grad,Married,48,Male,Other,0
26,Private,HS-grad,Never-married,40,Male,Other,0
27,Self-emp-not-inc,12th,Married,50,Male,Other,0
40,Private,7th-8th,Married,40,Male,Other,0
28,Private,Assoc,Married,50,Male,Other,0
33,Private,Masters,Married,40,Female,Black,0
33,Private,Some-college,Married,40,Male,Black,1
63,Private,Some-college,Married,50,Male,White,1
51,Self-emp-not-inc,HS-grad,Married,75,Male,White,0
52,Private,7th-8th,Never-married,40,Male,White,0
40,Private,HS-grad,Never-married,35,Female,White,0
44,Private,Assoc,Married,50,Male,Black,1
50,State-gov,Masters,Married,40,Female,Black,0
75,Private,Some-college,Married,40,Male,White,0
72,Private,HS-grad,Married,4,Female,White,0
26,Private,Masters,Never-married,40,Female,Black,0
41,Private,Masters,Married,40,Male,White,1
69,Private,Assoc,Married,12,Female,White,1
70,Self-emp-inc,7th-8th,Married,40,Male,White,0
49,Private,HS-grad,Divorced,40,Female,White,1
22,Private,HS-grad,Never-married,42,Female,Other,0
31,Private,Bachelors,Never-married,40,Male,White,1
60,Private,HS-grad,Widowed,40,Female,Black,0
40,Private,HS-grad,Never-married,40,Male,Black,0
65,Private,Bachelors,Married,40,Male,White,1
47,Private,Preschool,Married,40,Male,White,0
33,Private,HS-grad,Divorced,36,Male,Black,0
39,Private,HS-grad,Divorced,40,Male,White,0
33,Private,Some-college,Never-married,45,Female,White,0
46,Private,Assoc,Married,40,Female,White,0
33,Private,Some-college,Married,20,Female,White,0
46,Local-gov,Masters,Never-married,40,Female,Black,0
31,Private,Bachelors,Married,40,Male,White,0
61,Private,Preschool,Married,40,Male,White,0
57,Self-emp-not-inc,Prof-school,Widowed,50,Male,White,1
34,Private,HS-grad,Married,45,Male,White,1
36,Private,HS-grad,Married,35,Female,White,0
18,Private,12th,Never-married,15,Female,White,0
49,Self-emp-not-inc,7th-8th,Divorced,20,Female,White,0
44,Private,HS-grad,Divorced,40,Male,Black,0
57,State-gov,Masters,Married,40,Female,White,1
57,Self-emp-inc,Bachelors,Married,60,Male,White,1
19,Private,HS-grad,Never-married,40,Female,White,0
20,Private,HS-grad,Never-married,40,Female,White,0
21,Self-emp-not-inc,HS-grad,Never-married,48,Male,White,0
55,Self-emp-inc,Bachelors,Married,60,Male,White,1
55,Private,Bachelors,Married,11,Female,White,0
39,Private,9th,Divorced,15,Female,White,0
45,Self-emp-inc,10th,Divorced,40,Male,White,0
50,Self-emp-not-inc,7th-8th,Married,10,Female,Black,0
50,Private,12th,Married,30,Male,Black,0
52,Local-gov,Assoc,Divorced,32,Female,White,0
35,Private,HS-grad,Never-married,40,Male,White,0
40,Private,Masters,Married,40,Female,White,1
44,Private,Bachelors,Married,40,Male,White,1
60,Federal-gov,Masters,Married,12,Male,White,1
57,Private,Masters,Married,40,Male,White,1
17,Private,10th,Never-married,40,Male,White,0
57,Private,11th,Divorced,40,Male,White,1
26,Private,Some-college,Never-married,40,Female,White,0
56,Private,HS-grad,Divorced,40,Female,White,0
20,Private,HS-grad,Married,40,Female,Amer-Indian-Eskimo,0
30,Private,HS-grad,Married,40,Male,Amer-Indian-Eskimo,0
57,Self-emp-not-inc,HS-grad,Divorced,40,Male,White,0
44,Private,HS-grad,Married,40,Male,White,0
52,Private,Bachelors,Married,40,Female,White,1
41,Private,Bachelors,Divorced,30,Female,White,0
35,Private,Some-college,Separated,40,Female,White,0
44,Local-gov,Some-college,Married,35,Female,White,0
50,Private,Some-college,Never-married,45,Female,White,1
44,Private,Some-college,Never-married,40,Male,White,0
36,Private,Some-college,Never-married,40,Female,White,0
38,Private,HS-grad,Divorced,40,Female,White,0
40,Private,HS-grad,Divorced,40,Male,White,0
52,Local-gov,Masters,Widowed,18,Male,Black,0
48,Self-emp-not-inc,Some-college,Married,40,Male,White,0
37,Private,Bachelors,Married,40,Male,Asian-Pac-Islander,1
33,Private,Bachelors,Married,40,Female,Asian-Pac-Islander,1
26,Private,Bachelors,Never-married,40,Female,White,0
79,Private,Some-college,Married,37,Male,White,0
41,Private,HS-grad,Married,40,Male,White,0
35,Self-emp-inc,Doctorate,Married,10,Female,White,0
56,Private,HS-grad,Never-married,45,Female,White,0
59,Private,HS-grad,Married,40,Female,White,0
66,Private,HS-grad,Married,40,Male,White,1
58,State-gov,Masters,Married,40,Female,White,1
27,Private,Doctorate,Married,40,Female,White,1
27,Private,Bachelors,Married,40,Male,White,0
29,Private,HS-grad,Married,40,Male,Black,0
32,Private,HS-grad,Married,40,Female,Black,0
44,Local-gov,Bachelors,Divorced,56,Male,White,1
35,Private,Doctorate,Married,40,Male,White,1
30,Private,Bachelors,Married,40,Female,White,0
23,Private,Some-college,Never-married,40,Male,White,0
47,Private,Bachelors,Never-married,60,Male,White,0
46,Private,Doctorate,Married,40,Male,White,0
48,Private,Bachelors,Married,15,Female,White,0
54,Private,HS-grad,Divorced,42,Male,White,1
53,Self-emp-not-inc,9th,Married,10,Male,Black,0
44,Private,Some-college,Never-married,32,Female,Black,0
23,Private,Some-college,Never-married,36,Female,Black,0
19,Private,Some-college,Never-married,20,Female,Black,0
33,Private,HS-grad,Separated,22,Female,White,0
37,Private,Bachelors,Married,30,Female,White,0
46,Federal-gov,Masters,Married,55,Male,White,1
79,Self-emp-inc,HS-grad,Married,40,Male,White,1
81,Self-emp-inc,Masters,Married,30,Male,White,1
78,Self-emp-inc,Bachelors,Married,40,Female,White,1
53,Private,HS-grad,Married,38,Male,White,0
50,State-gov,Bachelors,Married,40,Female,White,0
18,Private,HS-grad,Never-married,20,Male,White,0
35,Private,HS-grad,Never-married,40,Male,White,0
63,Private,10th,Never-married,24,Female,Black,1
69,Self-emp-not-inc,12th,Married,48,Male,White,1
69,Private,Some-college,Married,32,Female,White,0
47,Private,Bachelors,Married,50,Female,White,0
57,State-gov,HS-grad,Married,40,Male,White,0
47,Private,Some-college,Married,40,Male,White,0
55,Private,Some-college,Divorced,42,Female,White,1
19,Private,HS-grad,Never-married,28,Male,White,0
43,Private,9th,Married,88,Male,White,1
20,Private,Assoc,Never-married,30,Female,White,0
50,Private,HS-grad,Never-married,40,Female,Black,0
47,Self-emp-not-inc,Bachelors,Divorced,40,Female,White,0
20,Private,HS-grad,Never-married,40,Male,White,0
34,Self-emp-not-inc,Assoc,Never-married,40,Male,White,0
36,Private,HS-grad,Never-married,40,Female,White,0
56,Private,Assoc,Married,60,Male,White,1
56,Private,HS-grad,Married,12,Female,White,0
64,Private,HS-grad,Divorced,40,Female,White,1
27,Private,Bachelors,Never-married,40,Male,Black,1
