age,workclass,education,marital.status,race,sex,hours.per.week,income
28,Self-emp-not-inc,Some-college,Married,White,Male,55,0
42,Private,Bachelors,Divorced,White,Female,15,0
45,Private,HS-grad,Married,White,Male,40,0
37,Private,HS-grad,Married,White,Male,50,0
57,Private,HS-grad,Married,White,Male,50,0
39,Private,Bachelors,Married,White,Male,60,0
45,State-gov,Some-college,Married,Asian-Pac-Islander,Female,40,1
30,Private,Assoc,Divorced,White,Female,46,0
27,Private,HS-grad,Married,White,Male,40,1
44,Private,Doctorate,Married,White,Male,40,1
38,Private,HS-grad,Married,White,Female,60,1
19,Private,HS-grad,Never-married,White,Male,40,0
39,Private,Some-college,Divorced,White,Female,38,0
55,Self-emp-inc,10th,Widowed,White,Male,40,0
17,Private,10th,Never-married,White,Female,20,0
43,Private,Some-college,Divorced,White,Female,40,0
36,Local-gov,HS-grad,Married,White,Female,35,0
45,Private,Bachelors,Married,White,Male,60,0
44,Private,Masters,Married,White,Male,38,1
26,Private,Some-college,Married,White,Male,52,1
21,Private,HS-grad,Never-married,White,Female,40,0
43,Federal-gov,Bachelors,Married,White,Male,60,0
34,Private,HS-grad,Married,White,Male,40,0
33,State-gov,Bachelors,Never-married,White,Male,20,0
40,Self-emp-inc,HS-grad,Never-married,White,Male,51,0
46,Private,5th-6th,Never-married,White,Female,40,0
54,State-gov,HS-grad,Widowed,White,Female,40,0
23,Private,Some-college,Never-married,White,Male,40,0
58,Self-emp-inc,HS-grad,Married,White,Male,45,0
42,Self-emp-not-inc,HS-grad,Married,White,Male,45,0
25,Private,HS-grad,Never-married,White,Female,38,0
60,Private,11th,Married,Asian-Pac-Islander,Female,30,0
43,State-gov,HS-grad,Never-married,White,Female,40,0
25,Private,Bachelors,Never-married,White,Female,40,0
31,Private,HS-grad,Married,White,Female,45,0
35,Private,HS-grad,Divorced,White,Male,40,0
48,Private,Some-college,Divorced,White,Male,40,0
43,Self-emp-not-inc,HS-grad,Married,White,Female,20,1
27,Private,HS-grad,Divorced,White,Female,40,0
52,Self-emp-not-inc,HS-grad,Married,White,Male,22,0
49,Private,Some-college,Married,White,Female,40,1
31,Private,HS-grad,Never-married,White,Female,40,0
59,Private,11th,Divorced,White,Male,40,0
27,Private,Bachelors,Married,White,Male,40,0
38,Self-emp-not-inc,Masters,Never-married,White,Male,40,1
51,Federal-gov,Bachelors,Married,White,Male,40,1
24,Private,HS-grad,Never-married,White,Male,40,0
58,Self-emp-inc,Bachelors,Married,White,Male,45,1
46,Private,Some-college,Divorced,White,Female,40,0
55,Private,5th-6th,Widowed,White,Female,40,0
76,Private,HS-grad,Divorced,White,Female,8,0
25,Private,Some-college,Divorced,White,Female,40,0
33,Private,HS-grad,Married,White,Male,40,0
46,Private,HS-grad,Married,White,Male,40,0
51,Private,Some-college,Married,White,Female,40,0
42,Local-gov,Assoc,Widowed,Black,Female,40,0
41,Local-gov,Some-college,Divorced,White,Male,40,0
42,State-gov,Assoc,Divorced,White,Female,40,0
34,Private,HS-grad,Married,Asian-Pac-Islander,Male,40,1
31,Private,Assoc,Never-married,White,Female,40,0
35,Private,1st-4th,Married,White,Male,40,0
46,Local-gov,Some-college,Married,White,Male,40,1
43,Local-gov,Masters,Married,White,Female,40,1
35,Private,HS-grad,Married,Asian-Pac-Islander,Male,40,0
23,Private,Bachelors,Never-married,White,Female,20,0
43,Private,HS-grad,Divorced,Black,Male,40,0
61,Private,HS-grad,Married,White,Male,40,1
29,Private,Prof-school,Never-married,White,Male,50,0
21,Private,HS-grad,Never-married,White,Male,40,0
40,Private,HS-grad,Never-married,Black,Female,40,0
23,Private,Bachelors,Never-married,White,Male,40,0
90,Private,Bachelors,Never-married,White,Male,55,0
24,Private,Bachelors,Never-married,White,Male,40,0
40,Local-gov,Masters,Married,White,Male,60,1
37,Self-emp-not-inc,Assoc,Married-civ-spouse,White,Male,55,0
31,Private,HS-grad,Never-married,White,Female,40,0
22,Private,HS-grad,Never-married,White,Male,40,0
25,Private,Some-college,Married,White,Male,40,0
47,Local-gov,Masters,Married,White,Male,60,1
48,Local-gov,Assoc,Married-civ-spouse,White,Male,40,0
28,Private,9th,Married,White,Female,40,0
20,State-gov,Some-college,Never-married,White,Male,40,0
51,Private,Some-college,Divorced,White,Female,40,0
32,Federal-gov,HS-grad,Married,White,Female,40,1
55,Private,10th,Married,White,Male,40,0
41,Local-gov,Bachelors,Divorced,White,Female,40,0
45,Self-emp-inc,HS-grad,Married,White,Male,40,1
65,Local-gov,HS-grad,Married,White,Male,40,0
22,Private,Some-college,Never-married,White,Female,40,0
42,Self-emp-not-inc,Prof-school,Married,White,Male,50,1
24,Private,Bachelors,Married,White,Female,40,0
67,Private,Some-college,Divorced,Black,Female,41,0
28,Private,HS-grad,Married,White,Female,37,0
56,Private,10th,Married,White,Male,35,1
31,State-gov,Assoc,Married-civ-spouse,White,Male,38,0
33,Private,Some-college,Separated,White,Female,40,0
45,Private,Some-college,Married,White,Male,40,1
47,Private,7th-8th,Married,White,Male,40,0
40,Private,HS-grad,Divorced,White,Female,30,0
35,Private,Some-college,Never-married,White,Male,48,0
65,Self-emp-not-inc,7th-8th,Married,White,Male,40,0
42,Private,Some-college,Married,Black,Female,30,0
23,Federal-gov,Bachelors,Never-married,White,Female,15,0
39,Private,Some-college,Divorced,White,Female,40,0
39,Private,HS-grad,Married,White,Male,30,0
37,Private,HS-grad,Married,White,Male,40,0
25,Private,Assoc,Never-married,White,Female,40,0
31,Self-emp-not-inc,HS-grad,Never-married,White,Female,40,0
39,Private,HS-grad,Divorced,White,Male,45,0
39,Private,Bachelors,Married,White,Male,30,1
25,Private,Bachelors,Never-married,Black,Male,35,0
30,Private,11th,Married,White,Male,40,0
37,Private,9th,Married,Black,Female,48,0
22,Private,HS-grad,Never-married,White,Female,36,0
33,Private,Assoc,Never-married,White,Male,45,0
70,State-gov,Bachelors,Never-married,White,Male,40,0
36,Private,Some-college,Divorced,White,Male,45,0
53,Local-gov,Masters,Divorced,White,Female,50,0
17,Private,11th,Never-married,White,Female,30,0
36,Private,Some-college,Divorced,White,Male,40,0
36,Self-emp-not-inc,Prof-school,Never-married,White,Male,55,1
40,Local-gov,HS-grad,Married,Black,Male,40,0
36,Private,HS-grad,Married,Black,Male,50,1
28,Private,HS-grad,Married,White,Male,55,0
49,Private,5th-6th,Never-married,White,Male,45,0
63,Self-emp-inc,HS-grad,Married,White,Male,40,0
61,Private,Some-college,Married,White,Male,20,0
48,Self-emp-inc,HS-grad,Married,White,Male,60,1
55,Private,HS-grad,Married,White,Male,40,0
20,Private,HS-grad,Married,White,Male,20,0
49,Private,HS-grad,Married,Asian-Pac-Islander,Male,40,0
27,Federal-gov,HS-grad,Married,Asian-Pac-Islander,Male,40,0
37,Private,10th,Divorced,White,Female,33,0
32,State-gov,HS-grad,Married,White,Male,40,0
33,Self-emp-inc,Doctorate,Married,White,Male,60,0
47,Private,Assoc,Married-civ-spouse,White,Male,26,0
34,Private,HS-grad,Married,Black,Male,40,0
61,Private,HS-grad,Divorced,Black,Female,35,0
25,Private,HS-grad,Never-married,Black,Male,40,0
26,Private,Assoc,Never-married,White,Male,30,0
18,Private,HS-grad,Never-married,White,Female,30,0
35,Private,HS-grad,Married,White,Male,50,0
56,Private,HS-grad,Married,White,Male,35,1
40,State-gov,Assoc,Never-married,White,Male,40,0
24,Private,12th,Never-married,White,Female,38,0
66,Private,HS-grad,Widowed,White,Female,40,1
42,Private,HS-grad,Married,White,Female,40,0
28,Private,HS-grad,Never-married,White,Male,20,0
39,State-gov,Some-college,Divorced,White,Female,35,0
65,Self-emp-not-inc,Assoc,Married-civ-spouse,White,Male,25,0
20,Private,Some-college,Never-married,White,Female,20,0
39,Private,Some-college,Divorced,White,Female,40,0
18,Private,HS-grad,Never-married,White,Female,30,0
49,Private,7th-8th,Married,White,Female,40,0
21,Private,Some-college,Never-married,White,Male,48,0
38,Private,HS-grad,Married,White,Male,40,1
55,Private,HS-grad,Married,White,Male,40,0
27,Private,10th,Married,White,Male,55,0
34,Private,HS-grad,Separated,White,Female,40,0
54,Local-gov,Some-college,Never-married,White,Female,40,0
38,Private,HS-grad,Never-married,White,Female,40,0
32,Private,HS-grad,Divorced,White,Female,40,0
33,State-gov,Some-college,Separated,White,Male,12,0
32,Federal-gov,Assoc,Married-civ-spouse,White,Male,50,0
34,Private,Masters,Married,White,Male,50,0
46,Private,Bachelors,Married,White,Male,30,1
48,Private,Masters,Married,White,Male,40,1
23,Private,Some-college,Never-married,White,Male,40,0
48,Federal-gov,7th-8th,Married,White,Male,40,0
67,Private,HS-grad,Married,White,Male,37,1
25,Private,Bachelors,Never-married,White,Female,20,0
27,Local-gov,Assoc,Never-married,White,Female,40,0
56,Private,1st-4th,Separated,White,Male,40,0
60,Self-emp-not-inc,HS-grad,Married,White,Female,25,0
27,Private,Some-college,Never-married,White,Female,40,0
21,Private,Some-college,Never-married,White,Male,40,0
24,Private,Some-college,Never-married,White,Female,40,0
31,Private,Some-college,Married,White,Male,40,0
22,Private,10th,Never-married,White,Male,15,0
26,Private,Bachelors,Never-married,White,Female,45,0
45,Self-emp-inc,HS-grad,Married,White,Male,48,0
33,Private,HS-grad,Never-married,Asian-Pac-Islander,Male,40,0
29,Private,9th,Divorced,Black,Female,40,0
35,Self-emp-not-inc,HS-grad,Married,White,Male,60,1
53,State-gov,HS-grad,Married,White,Male,40,0
40,Private,Some-college,Never-married,White,Female,40,0
20,Private,HS-grad,Never-married,White,Male,30,0
41,Local-gov,HS-grad,Never-married,White,Female,25,0
45,Private,Masters,Married,White,Male,45,1
27,Private,HS-grad,Married,White,Male,40,0
55,Private,Some-college,Married,Black,Male,35,0
31,Private,Some-college,Married,Black,Male,40,1
45,Private,Some-college,Divorced,White,Female,55,0
64,Private,HS-grad,Married,White,Male,5,0
38,Private,Some-college,Married,White,Male,45,0
17,Private,10th,Never-married,White,Male,40,0
22,Private,12th,Married,Black,Female,50,0
23,Private,Some-college,Never-married,White,Female,30,0
25,Private,HS-grad,Never-married,White,Male,40,0
37,Private,HS-grad,Never-married,White,Female,35,0
28,Local-gov,Some-college,Never-married,White,Male,40,0
33,Private,Bachelors,Married,White,Female,40,1
41,Private,HS-grad,Married,White,Male,40,0
61,Self-emp-inc,Bachelors,Married,White,Male,50,0
25,Private,Some-college,Never-married,White,Female,25,0
35,Private,HS-grad,Divorced,White,Female,40,1
64,Local-gov,Assoc,Married-civ-spouse,White,Male,40,1
28,Private,HS-grad,Married,White,Male,38,0
53,Private,HS-grad,Divorced,White,Male,40,0
28,Private,HS-grad,Never-married,White,Female,40,0
38,Federal-gov,Some-college,Divorced,Black,Female,40,0
25,Local-gov,Bachelors,Never-married,White,Male,35,0
19,Private,Some-college,Never-married,White,Female,30,0
20,Private,Assoc,Never-married,White,Female,30,0
30,Private,HS-grad,Never-married,White,Female,40,0
22,Private,10th,Never-married,White,Male,30,0
26,Private,Bachelors,Never-married,White,Female,40,0
27,Private,HS-grad,Married,White,Male,45,0
57,Private,9th,Married,White,Male,40,0
18,Local-gov,Masters,Never-married,White,Female,60,0
30,Private,Bachelors,Never-married,White,Male,45,0
34,Self-emp-not-inc,Bachelors,Divorced,White,Female,50,0
60,Private,HS-grad,Divorced,Black,Female,38,0
25,Private,12th,Married,White,Male,40,1
39,Private,Bachelors,Married,White,Male,55,0
48,Private,HS-grad,Married,White,Female,40,1
27,Self-emp-not-inc,Some-college,Married,White,Male,30,0
33,Self-emp-not-inc,HS-grad,Divorced,White,Male,65,1
65,Self-emp-inc,HS-grad,Married,White,Male,40,0
27,Private,Bachelors,Never-married,White,Male,40,0
32,Private,Some-college,Never-married,White,Male,40,0
45,Self-emp-not-inc,Some-college,Separated,White,Male,50,0
27,Private,Bachelors,Never-married,White,Male,45,0
57,Self-emp-not-inc,Some-college,Married,White,Female,60,0
44,Private,Some-college,Divorced,White,Male,55,1
30,Private,Masters,Married,White,Male,44,1
26,Private,Some-college,Divorced,White,Female,40,0
28,Federal-gov,Some-college,Married,White,Male,40,1
61,Private,HS-grad,Married,White,Male,40,1
49,Self-emp-not-inc,HS-grad,Married,White,Male,50,0
50,Private,Assoc,Married-civ-spouse,White,Male,50,1
53,Self-emp-not-inc,7th-8th,Married,White,Male,99,0
33,Private,HS-grad,Married,White,Male,40,1
22,Private,Some-college,Never-married,White,Male,10,0
45,Local-gov,Bachelors,Divorced,White,Male,40,1
47,Self-emp-not-inc,HS-grad,Married,White,Male,40,1
52,Federal-gov,Bachelors,Married,White,Male,40,1
57,Private,HS-grad,Widowed,White,Female,36,0
50,Local-gov,Masters,Divorced,Amer-Indian-Eskimo,Female,50,1
33,Federal-gov,Some-college,Never-married,Asian-Pac-Islander,Female,40,0
34,Self-emp-not-inc,11th,Married,White,Male,40,0
20,Private,Some-college,Never-married,White,Female,20,0
57,Private,Assoc,Divorced,Black,Female,40,0
57,Self-emp-not-inc,HS-grad,Married,White,Male,48,0
21,Private,Assoc,Never-married,White,Female,8,0
40,Private,Some-college,Divorced,White,Male,40,0
23,Private,Some-college,Separated,White,Male,40,0
54,Private,HS-grad,Married,White,Male,20,0
38,Private,Some-college,Married,White,Male,40,1
22,State-gov,Some-college,Never-married,White,Female,40,0
27,Private,HS-grad,Never-married,White,Female,42,0
42,Private,5th-6th,Married,White,Male,40,0
36,Private,HS-grad,Never-married,White,Female,47,0
22,Private,HS-grad,Married,Black,Male,40,0
40,State-gov,9th,Separated,Black,Male,40,0
26,Private,HS-grad,Married,White,Male,45,0
46,State-gov,HS-grad,Never-married,Black,Male,40,0
28,Private,11th,Married,White,Male,60,1
46,State-gov,Bachelors,Never-married,White,Male,45,0
55,Private,HS-grad,Divorced,White,Female,40,0
76,Private,Some-college,Divorced,White,Female,20,0
27,Private,Bachelors,Never-married,White,Male,60,0
50,Private,HS-grad,Married,White,Male,40,1
75,Private,HS-grad,Married,White,Male,20,0
42,Federal-gov,Masters,Married,White,Male,40,1
36,Local-gov,Masters,Never-married,Black,Female,40,0
51,Private,HS-grad,Married,White,Male,40,0
44,Private,Bachelors,Married,White,Male,40,0
60,Private,5th-6th,Married,White,Male,45,0
47,State-gov,Bachelors,Married,White,Male,45,1
73,Private,11th,Married,White,Male,15,0
27,Private,HS-grad,Married,Black,Male,40,0
35,Private,7th-8th,Married,White,Male,40,0
45,Private,Bachelors,Married,White,Male,40,1
57,Private,HS-grad,Married,Asian-Pac-Islander,Male,40,1
34,Private,HS-grad,Married,White,Male,40,0
19,Private,Some-college,Never-married,White,Female,16,0
25,Private,HS-grad,Never-married,Black,Male,40,0
39,Private,Bachelors,Married,White,Female,50,1
28,Private,HS-grad,Married,White,Male,40,1
48,State-gov,Masters,Divorced,White,Female,40,0
38,Private,HS-grad,Married,White,Male,44,0
53,Private,5th-6th,Married,Black,Female,10,0
19,Private,HS-grad,Never-married,White,Male,40,0
41,Private,HS-grad,Married,White,Female,60,0
23,Private,Assoc,Never-married,Black,Female,36,0
32,Private,HS-grad,Never-married,White,Male,40,0
35,Private,Some-college,Divorced,Amer-Indian-Eskimo,Male,40,0
24,Private,Bachelors,Never-married,White,Male,40,0
34,Private,HS-grad,Married,Black,Male,40,0
29,Local-gov,Bachelors,Married,White,Female,25,1
55,Private,HS-grad,Widowed,White,Female,40,0
28,Private,HS-grad,Married,Asian-Pac-Islander,Male,40,0
46,Local-gov,HS-grad,Never-married,White,Male,40,0
38,Private,HS-grad,Married,White,Male,40,0
29,Private,Some-college,Divorced,Black,Female,40,0
35,Private,Bachelors,Married,White,Male,50,1
29,Private,HS-grad,Never-married,Black,Male,40,0
41,State-gov,Doctorate,Married,White,Male,50,1
40,Self-emp-not-inc,HS-grad,Married,White,Male,32,0
30,Private,HS-grad,Divorced,White,Female,40,0
72,Private,11th,Divorced,Black,Female,35,0
17,Private,11th,Never-married,White,Male,40,0
46,Self-emp-inc,HS-grad,Married,White,Male,70,0
38,Private,Bachelors,Never-married,White,Male,48,0
36,Private,Bachelors,Never-married,White,Female,45,0
24,Self-emp-not-inc,Assoc,Never-married,White,Male,40,0
28,Private,HS-grad,Divorced,White,Female,35,0
28,Private,HS-grad,Married,White,Male,40,0
42,Local-gov,Some-college,Married,Other,Male,40,1
48,Private,Bachelors,Married,White,Male,40,1
37,Self-emp-not-inc,HS-grad,Married,White,Male,40,0
32,Private,Doctorate,Never-married,White,Male,40,1
30,Private,Some-college,Married,White,Male,40,0
68,Private,7th-8th,Widowed,White,Female,10,0
45,Private,HS-grad,Divorced,White,Female,30,0
26,Private,HS-grad,Divorced,White,Female,40,0
22,Private,Some-college,Never-married,White,Female,40,0
22,Private,Some-college,Never-married,White,Male,40,0
52,Private,7th-8th,Never-married,Black,Female,40,0
68,Private,Prof-school,Widowed,White,Female,16,0
26,Local-gov,Bachelors,Married,Black,Female,40,1
17,Private,11th,Never-married,White,Female,8,0
29,Private,Bachelors,Married,White,Male,75,0
41,Private,Some-college,Married,White,Male,50,1
45,Private,Some-college,Divorced,Black,Female,40,0
57,Private,Some-college,Divorced,White,Female,50,1
30,Federal-gov,Bachelors,Married,White,Male,30,0
46,Private,HS-grad,Married,White,Male,45,1
45,Private,Assoc,Married-civ-spouse,White,Male,40,0
40,Private,Assoc,Married-civ-spouse,White,Male,52,0
59,Self-emp-not-inc,7th-8th,Married,White,Male,85,0
36,Private,Some-college,Never-married,White,Male,40,0
40,Private,7th-8th,Never-married,White,Male,40,0
18,Private,10th,Never-married,Black,Female,40,0
63,Private,HS-grad,Divorced,White,Female,40,0
29,Private,Masters,Never-married,White,Female,80,0
27,Private,Bachelors,Married,Black,Female,45,1
47,State-gov,Doctorate,Divorced,White,Male,50,1
20,Local-gov,HS-grad,Never-married,White,Male,40,0
48,Private,Assoc,Married-civ-spouse,White,Male,45,0
29,Private,HS-grad,Married,White,Male,30,0
22,Private,HS-grad,Never-married,White,Female,40,0
42,Private,Assoc,Widowed,White,Female,24,0
36,Private,Assoc,Divorced,White,Male,40,0
60,Private,10th,Divorced,Black,Female,40,0
41,Federal-gov,HS-grad,Separated,Black,Female,40,0
43,Private,HS-grad,Married,White,Male,40,1
33,Private,Bachelors,Married,White,Male,38,1
34,Private,7th-8th,Married,White,Female,40,0
32,Private,HS-grad,Never-married,White,Female,35,0
52,Private,9th,Widowed,White,Female,25,0
27,Private,Assoc,Never-married,White,Male,40,0
60,Local-gov,Masters,Married,White,Male,40,1
34,Self-emp-not-inc,Bachelors,Never-married,White,Male,62,0
30,Private,HS-grad,Married,White,Male,40,1
35,Private,Some-college,Separated,White,Female,25,0
39,Federal-gov,Bachelors,Divorced,Black,Female,40,0
64,Private,Some-college,Widowed,White,Female,40,0
17,Self-emp-not-inc,11th,Never-married,White,Male,20,0
37,Local-gov,Assoc,Married-civ-spouse,White,Male,40,1
43,Self-emp-not-inc,HS-grad,Married,White,Male,45,0
30,Self-emp-not-inc,HS-grad,Married,White,Male,25,0
17,Private,10th,Never-married,White,Female,12,0
29,Private,HS-grad,Never-married,White,Male,40,0
24,Private,Some-college,Never-married,White,Male,40,0
27,Self-emp-not-inc,Bachelors,Never-married,White,Male,50,0
69,Self-emp-inc,Bachelors,Separated,White,Male,40,0
30,Private,HS-grad,Married,White,Male,40,0
29,Private,HS-grad,Married,White,Male,40,0
70,Private,7th-8th,Widowed,Black,Female,38,0
27,Private,Bachelors,Never-married,White,Female,40,0
19,Private,Some-college,Never-married,White,Female,25,0
44,State-gov,Masters,Married,Black,Male,60,1
36,Private,Some-college,Never-married,White,Female,40,0
29,Private,Bachelors,Never-married,White,Female,60,0
28,Local-gov,Bachelors,Never-married,White,Male,50,0
34,Private,5th-6th,Never-married,White,Male,40,0
18,Private,HS-grad,Never-married,White,Female,20,0
39,Private,Some-college,Divorced,White,Female,45,0
34,Private,Some-college,Never-married,White,Male,40,0
35,Local-gov,Masters,Divorced,White,Female,41,0
24,Private,HS-grad,Never-married,White,Male,40,0
41,Private,Bachelors,Married,White,Male,70,0
68,Private,Some-college,Divorced,White,Male,30,0
35,Private,11th,Never-married,White,Male,50,0
47,Private,Assoc,Married-civ-spouse,White,Male,40,0
43,Local-gov,Masters,Divorced,White,Female,40,0
35,Private,HS-grad,Married,White,Male,40,0
34,Private,Some-college,Never-married,White,Female,17,0
26,Private,HS-grad,Never-married,White,Male,40,0
50,Private,Some-college,Divorced,White,Female,40,0
22,Private,HS-grad,Never-married,White,Female,40,0
20,Private,HS-grad,Never-married,Asian-Pac-Islander,Male,40,0
52,Self-emp-not-inc,HS-grad,Married,Asian-Pac-Islander,Male,40,0
71,State-gov,HS-grad,Married,White,Male,28,0
55,Private,HS-grad,Divorced,White,Female,40,0
17,Private,11th,Never-married,White,Female,8,0
36,Private,Some-college,Widowed,White,Female,40,0
27,Private,Bachelors,Never-married,Asian-Pac-Islander,Male,40,0
42,Private,HS-grad,Divorced,White,Female,40,0
57,Private,Assoc,Never-married,White,Male,40,1
34,Private,Some-college,Never-married,Black,Male,28,0
31,Private,Masters,Never-married,White,Female,60,0
24,Private,Bachelors,Never-married,White,Male,40,0
41,Self-emp-not-inc,HS-grad,Never-married,Black,Male,60,0
17,Private,11th,Never-married,White,Female,32,0
26,Self-emp-inc,HS-grad,Separated,White,Female,20,0
32,Private,1st-4th,Never-married,Other,Male,50,0
55,Private,10th,Married,White,Male,45,0
19,Private,12th,Married,Other,Female,20,0
28,Private,Masters,Divorced,White,Female,50,0
49,Private,Prof-school,Married,White,Male,60,1
23,Private,Bachelors,Never-married,White,Male,40,0
43,Private,HS-grad,Married,White,Male,40,0
40,Private,Some-college,Married,White,Male,40,0
41,Private,Bachelors,Married,White,Male,40,1
23,Private,Some-college,Never-married,White,Male,40,0
20,Private,HS-grad,Never-married,White,Male,35,0
21,Private,HS-grad,Never-married,White,Male,40,0
44,Self-emp-inc,Some-college,Married,White,Male,50,0
31,Self-emp-not-inc,Bachelors,Married,White,Male,48,0
54,Private,HS-grad,Married,White,Male,45,1
28,Private,HS-grad,Married,White,Male,50,0
34,Private,HS-grad,Divorced,White,Male,40,0
46,Private,Masters,Married,White,Male,40,1
28,Self-emp-inc,Bachelors,Married,White,Male,60,1
29,Private,Bachelors,Married,White,Male,40,1
35,Private,HS-grad,Married,White,Male,40,0
20,Private,HS-grad,Married,Other,Male,40,0
31,Private,Bachelors,Never-married,White,Male,45,0
23,Private,HS-grad,Never-married,White,Male,50,0
60,Private,HS-grad,Never-married,White,Male,40,0
28,Private,Some-college,Never-married,White,Male,40,0
32,Private,Some-college,Married,White,Male,60,1
44,Self-emp-not-inc,Bachelors,Married,White,Male,60,0
34,Private,Some-college,Married,White,Male,48,1
27,Private,HS-grad,Never-married,Asian-Pac-Islander,Male,40,0
49,Private,HS-grad,Divorced,White,Male,50,0
48,Private,HS-grad,Divorced,Black,Female,40,0
47,Private,HS-grad,Married,White,Male,50,1
34,Private,Bachelors,Married,White,Male,65,1
27,Private,Assoc,Never-married,White,Male,40,0
24,Private,Some-college,Married,White,Male,40,0
24,Private,HS-grad,Divorced,White,Male,30,0
25,Private,Some-college,Married,White,Male,40,0
36,Private,Assoc,Divorced,White,Female,40,0
38,Federal-gov,HS-grad,Married,White,Male,45,0
57,Private,5th-6th,Married,White,Male,40,0
24,Private,Some-college,Married,White,Male,50,1
41,State-gov,HS-grad,Married,White,Male,40,0
56,State-gov,Assoc,Married-civ-spouse,Black,Male,60,1
19,Private,HS-grad,Never-married,White,Female,40,0
44,Private,HS-grad,Never-married,Black,Male,32,0
34,Private,Assoc,Never-married,White,Female,40,0
25,Private,Bachelors,Never-married,White,Male,40,0
27,State-gov,HS-grad,Married,White,Male,40,0
22,Private,HS-grad,Never-married,White,Male,40,0
34,Private,11th,Married,White,Male,50,0
30,Private,HS-grad,Married,White,Male,65,1
21,Private,Some-college,Never-married,White,Female,38,0
24,Private,Some-college,Never-married,White,Male,40,0
35,Private,Bachelors,Married,White,Male,50,1
32,Private,Assoc,Married-civ-spouse,White,Male,40,0
45,Private,Some-college,Divorced,White,Female,45,0
30,Private,HS-grad,Never-married,White,Female,40,0
28,Self-emp-not-inc,Bachelors,Married,White,Male,55,0
28,Self-emp-not-inc,Bachelors,Married,White,Female,5,0
29,Private,HS-grad,Never-married,White,Female,44,0
60,Private,Some-college,Married,White,Male,40,0
28,Private,Assoc,Never-married,White,Female,40,0
38,Federal-gov,Some-college,Divorced,Black,Female,40,0
31,Private,HS-grad,Married,White,Male,50,1
28,Private,Some-college,Married,White,Male,35,1
42,Private,Some-college,Married,White,Female,23,0
40,Local-gov,9th,Married,White,Female,40,1
24,Private,Some-college,Never-married,White,Male,40,0
37,Self-emp-inc,Some-college,Married,White,Male,60,1
36,Private,HS-grad,Married,White,Male,40,0
39,Private,Bachelors,Never-married,White,Male,40,0
22,Private,9th,Married,White,Male,35,0
28,Private,Bachelors,Married,White,Male,43,0
34,Private,Some-college,Divorced,White,Female,40,0
42,Private,Some-college,Divorced,White,Female,43,0
43,Private,HS-grad,Married,White,Male,40,0
35,Private,HS-grad,Never-married,White,Female,40,0
22,Private,HS-grad,Married,White,Male,80,0
39,Private,Assoc,Married-civ-spouse,White,Male,40,0
39,Private,HS-grad,Married,White,Male,40,0
37,Self-emp-not-inc,11th,Married,White,Male,45,0
63,Self-emp-not-inc,7th-8th,Married,White,Male,60,1
48,Private,HS-grad,Separated,Black,Female,40,0
33,Private,HS-grad,Never-married,Black,Female,40,0
39,Private,HS-grad,Never-married,White,Female,40,1
43,Private,Bachelors,Divorced,Black,Female,40,1
28,Private,10th,Married,White,Male,40,0
24,State-gov,Bachelors,Never-married,White,Male,20,0
48,Private,HS-grad,Divorced,White,Male,40,0
35,Private,Some-college,Never-married,White,Male,40,0
62,Private,HS-grad,Married,White,Male,40,0
42,Self-emp-not-inc,Some-college,Never-married,White,Male,40,0
50,Private,HS-grad,Married,White,Male,50,1
40,Private,Prof-school,Never-married,White,Female,40,0
39,Local-gov,HS-grad,Married,White,Male,40,0
43,Local-gov,HS-grad,Divorced,White,Female,40,0
35,Private,HS-grad,Married,White,Male,38,0
39,Private,Bachelors,Married,White,Male,45,1
30,Local-gov,Bachelors,Married,White,Male,40,1
32,Private,Some-college,Married,Black,Male,65,0
18,Private,Some-college,Never-married,White,Male,40,0
37,Private,Assoc,Never-married,Black,Female,40,0
26,Private,Bachelors,Never-married,White,Female,40,0
51,Private,HS-grad,Married,White,Male,42,0
33,Private,Bachelors,Married,White,Male,45,0
46,Private,Bachelors,Married,White,Male,44,1
40,Private,Assoc,Married-civ-spouse,White,Male,50,1
34,Private,Assoc,Married-civ-spouse,White,Male,48,0
29,Private,HS-grad,Married,White,Male,40,0
47,Self-emp-not-inc,Some-college,Widowed,White,Female,35,0
45,Private,HS-grad,Married,White,Female,30,0
53,Private,HS-grad,Separated,White,Male,35,0
52,Self-emp-not-inc,Masters,Married,Asian-Pac-Islander,Male,40,0
64,Private,7th-8th,Married,White,Male,40,1
42,Private,Masters,Never-married,White,Male,45,1
44,Private,Some-college,Married,White,Male,44,1
53,Local-gov,Masters,Married,White,Male,43,1
25,Private,HS-grad,Never-married,White,Male,35,0
20,Private,11th,Separated,White,Female,40,0
29,Private,Assoc,Never-married,White,Female,40,0
56,Private,HS-grad,Married,White,Male,40,0
56,Private,HS-grad,Married,White,Female,35,0
62,Private,HS-grad,Married,Asian-Pac-Islander,Male,40,0
28,Self-emp-not-inc,Bachelors,Never-married,White,Male,60,0
24,Private,Bachelors,Never-married,White,Male,40,0
65,Private,Bachelors,Married,White,Male,34,0
40,Private,HS-grad,Separated,Black,Male,30,0
31,Private,Bachelors,Never-married,White,Male,40,0
20,Private,HS-grad,Never-married,White,Female,30,0
30,Local-gov,Some-college,Divorced,White,Female,40,0
25,Private,Bachelors,Never-married,White,Male,45,0
22,Private,HS-grad,Never-married,White,Male,40,0
